"","data_name","no_have_data","fm_use_str","name","term","estimate","std.error","statistic","p.value"
"1","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","(Intercept)",-0.179493753903564,0.00702663602639758,-25.5447632735272,8.21644242137149e-144
"2","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","studytime",0.0245894498668315,0.000577108931420234,42.6079870334327,0
"3","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","cram",-0.0437455460699775,0.00395284439133082,-11.0668525596196,1.8342445300927e-28
"4","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","teacherrelation",0.018273718577761,0.00202858071371138,9.00812989803518,2.10493650885783e-19
"5","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","zfriendrelation",0.0899503753309691,0.00184262725843224,48.8163707116225,0
"6","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","as.factor(year)2017",-0.000185171156539984,0.00394972257299883,-0.0468820665547131,0.962607244812375
"7","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","as.factor(year)2018",-0.00240482613555289,0.00492437465113879,-0.488351578813516,0.625301103305888
"8","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","as.factor(grade)5",-0.0153608675092489,0.0040844587081712,-3.76080861792496,0.000169389301607933
"9","school_type_prime",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_prime_t6_ra_ols_zgakuryoku","as.factor(grade)6",-0.0297754211644123,0.00477568448442725,-6.2347965535632,4.52818903299424e-10
"10","school_type_junior",FALSE,"zgakuryoku ~ studytime + cram + teacherrelation + zfriendrelation +      as.factor(year) + as.factor(grade) | 0 | 0 | school_id","school_type_junior_t6_ra_ols_zgakuryoku","(Intercept)",-0.252831526728491,0.0081525043747881,-31.0127434595903,6.47210805509581e-211
