"","data_name","no_have_data","fm_use_str","name","term","estimate","std.error","statistic","p.value"
"1","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(sex)2",0.259395318760267,0.0224094349289819,11.5752726287977,5.68497500786518e-31
"2","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","relative_age",0.0247191766369083,0.00110263208090099,22.418336147729,4.13282004289925e-111
"3","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(book)2",0.215181334866418,0.0133182190971155,16.1569150723029,1.15016214333482e-58
"4","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(book)3",0.48106821667947,0.0130015378110554,37.0008704870596,3.30524761051638e-298
"5","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(book)4",0.643205568165606,0.0147511844799446,43.6036556277968,0
"6","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(book)5",0.806441572974124,0.0160130918698577,50.3613905127298,0
"7","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(year)2017",-0.0010581373435342,0.0102410860927043,-0.103322766155439,0.917706958419034
"8","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(year)2018",-0.0249802782611869,0.0111069890173776,-2.24905941854301,0.0245102940062173
"9","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(sex)2:relative_age",0.000776501888667709,0.00150891215506024,0.514610400654309,0.606826123985406
"10","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(sex)2:as.factor(book)2",0.0104281887104223,0.0214194924042526,0.486855081045331,0.626361810269967
"11","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(sex)2:as.factor(book)3",0.0394161078012226,0.0203116683469646,1.94056475952222,0.0523131360622295
"12","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(sex)2:as.factor(book)4",0.0551638122529842,0.021986610554982,2.50897300041021,0.0121094160968262
"13","grade_6",FALSE,"zkokugo_level ~ as.factor(sex) * relative_age + as.factor(sex) *      as.factor(book) + as.factor(sex) * as.factor(year) | as.factor(school_id) | 0 | school_id","grade_6_t3_sex_zkokugo_level","as.factor(sex)2:as.factor(book)5",0.0401150928651813,0.0237506371857838,1.68901122742057,0.0912195486935402
