"","term","estimate","std.error","statistic","p.value","name"
"65","as.factor(attendance)1:I(relative_age^2)",0.00141942672332468,0.00495768600352928,0.28630831446651,0.774661946005554,"fm1_zeng_level"
"66","as.factor(attendance)1",-0.359989467695139,0.154573403332727,-2.32892244030006,0.0199299138065771,"fm2_zeng_level"
"67","relative_age",0.0258755356141731,0.0291530062554152,0.887576923884708,0.37484021667569,"fm2_zeng_level"
"68","I(relative_age^2)",-0.00151987013259823,0.00249726332355926,-0.608614285189602,0.542826661212519,"fm2_zeng_level"
"69","as.factor(grade)9",NA,0,NA,NA,"fm2_zeng_level"
"70","as.factor(attendance)1:relative_age",-0.0246842659553332,0.0578391052899124,-0.426774685251543,0.669574368809107,"fm2_zeng_level"
"71","as.factor(attendance)1:I(relative_age^2)",0.00141582380633192,0.00496376652238278,0.285231748904314,0.775486480008917,"fm2_zeng_level"
"72","relative_age:as.factor(grade)9",0.00120875937406957,0.00862560091269793,0.140136250946891,0.888561838356557,"fm2_zeng_level"
"73","as.factor(attendance)1",-0.0746807943895028,0.0760227322078552,-0.982348203236325,0.32596792373626,"fm1_zstrategy"
"74","relative_age",-0.0100619387417908,0.0116106939658341,-0.866609590382736,0.386190593039232,"fm1_zstrategy"
"75","I(relative_age^2)",0.00174554725651099,0.00104080045799941,1.6771199926893,0.0935710832097295,"fm1_zstrategy"
"76","as.factor(attendance)1:relative_age",-0.0210612513919109,0.0330906219843059,-0.636471910437337,0.524493150836741,"fm1_zstrategy"
"77","as.factor(attendance)1:I(relative_age^2)",0.00206201712491808,0.00325114234342959,0.634243877105327,0.525945844451161,"fm1_zstrategy"
"78","as.factor(attendance)1",-0.0761536328634593,0.0764978310151519,-0.995500550183907,0.319533035129568,"fm2_zstrategy"
"79","relative_age",-0.0194423917144191,0.0154642570574227,-1.25724705960491,0.208713139353571,"fm2_zstrategy"
"80","I(relative_age^2)",0.00181615120472614,0.0010115321313355,1.79544588695202,0.0726330065167781,"fm2_zstrategy"
"81","as.factor(grade)5",NA,0,NA,NA,"fm2_zstrategy"
"82","as.factor(grade)6",NA,0,NA,NA,"fm2_zstrategy"
"83","as.factor(grade)7",NA,0,NA,NA,"fm2_zstrategy"
"84","as.factor(grade)8",NA,0,NA,NA,"fm2_zstrategy"
"85","as.factor(grade)9",NA,0,NA,NA,"fm2_zstrategy"
"86","as.factor(attendance)1:relative_age",-0.020822586448252,0.0330615826099615,-0.629812150673578,0.528841484869138,"fm2_zstrategy"
"87","as.factor(attendance)1:I(relative_age^2)",0.00202262459787353,0.0032521649331157,0.621931740693047,0.534010391691798,"fm2_zstrategy"
"88","relative_age:as.factor(grade)5",0.0252237839577243,0.0134399990684685,1.87676976979126,0.0605981626307837,"fm2_zstrategy"
"89","relative_age:as.factor(grade)6",0.00375770324789852,0.0159118150277065,0.236158052450673,0.813318091794824,"fm2_zstrategy"
"90","relative_age:as.factor(grade)7",0.0140074390109109,0.0129853734306747,1.07870898636013,0.280760855769429,"fm2_zstrategy"
"91","relative_age:as.factor(grade)8",0.00255902423677389,0.0119213255120006,0.21465937107395,0.830040198775889,"fm2_zstrategy"
"92","relative_age:as.factor(grade)9",0.00566317080312891,0.0096871908450738,0.584604029558145,0.558835985612515,"fm2_zstrategy"
"93","as.factor(attendance)1",-0.170490346497282,0.175008934786385,-0.974180813713206,0.330082098260987,"fm1_zselfcontrol"
"94","relative_age",-0.0465421638580346,0.0302823206512692,-1.53694178177471,0.124462416415181,"fm1_zselfcontrol"
"95","I(relative_age^2)",0.00465495024650367,0.00282804200417004,1.64599756285083,0.0999180745633366,"fm1_zselfcontrol"
"96","as.factor(attendance)1:relative_age",-0.0188558533247114,0.0648602790014224,-0.290714958600439,0.771298837799647,"fm1_zselfcontrol"
"97","as.factor(attendance)1:I(relative_age^2)",0.00132007717407355,0.00576303838727024,0.229059236702192,0.818845802584091,"fm1_zselfcontrol"
"98","as.factor(attendance)1",-0.168228546016738,0.174154904493902,-0.965970763244443,0.334173196402817,"fm2_zselfcontrol"
"99","relative_age",-0.0485091358941337,0.0301197230073244,-1.61054389120171,0.107433726572259,"fm2_zselfcontrol"
"100","I(relative_age^2)",0.00466808459152831,0.00282287845261138,1.6536612078391,0.0983500731380098,"fm2_zselfcontrol"
"101","as.factor(grade)9",NA,0,NA,NA,"fm2_zselfcontrol"
"102","as.factor(attendance)1:relative_age",-0.0195757901429425,0.0646679957937277,-0.302712182474058,0.762140045089282,"fm2_zselfcontrol"
"103","as.factor(attendance)1:I(relative_age^2)",0.0013711387341124,0.00575095090116243,0.238419481869556,0.811579681137543,"fm2_zselfcontrol"
"104","relative_age:as.factor(grade)9",0.00405947872020514,0.00806986444120518,0.503041748691244,0.614989172005536,"fm2_zselfcontrol"
"105","as.factor(attendance)1",-0.133174990430335,0.231599571544645,-0.57502261140696,0.565408396447888,"fm1_zselfefficacy"
"106","relative_age",0.0141099354808818,0.0499519926475983,0.282469922279672,0.777643035441778,"fm1_zselfefficacy"
"107","I(relative_age^2)",-0.00228107052213634,0.00359522344915758,-0.634472531233304,0.525921021799072,"fm1_zselfefficacy"
"108","as.factor(attendance)1:relative_age",-0.14701187602813,0.104601199651147,-1.40545114700813,0.160205070128236,"fm1_zselfefficacy"
"109","as.factor(attendance)1:I(relative_age^2)",0.01622645990131,0.00929329126840392,1.74604017378407,0.0811182759389608,"fm1_zselfefficacy"
"110","as.factor(attendance)1",-0.133174990430335,0.231599571544645,-0.57502261140696,0.565408396447888,"fm2_zselfefficacy"
"111","relative_age",0.0141099354808818,0.0499519926475983,0.282469922279672,0.777643035441778,"fm2_zselfefficacy"
"112","I(relative_age^2)",-0.00228107052213634,0.00359522344915758,-0.634472531233304,0.525921021799072,"fm2_zselfefficacy"
"113","as.factor(attendance)1:relative_age",-0.14701187602813,0.104601199651147,-1.40545114700813,0.160205070128236,"fm2_zselfefficacy"
"114","as.factor(attendance)1:I(relative_age^2)",0.01622645990131,0.00929329126840392,1.74604017378407,0.0811182759389608,"fm2_zselfefficacy"
"115","as.factor(attendance)1",0.0470744824078896,0.102667501759604,0.458513956228472,0.646683873276113,"fm1_zdilligence"
"116","relative_age",0.0216201194331309,0.0432935865484426,0.499383884699399,0.617619926855347,"fm1_zdilligence"
"117","I(relative_age^2)",-0.000634849536784685,0.0037736289792048,-0.168233162370527,0.866434214699662,"fm1_zdilligence"
"118","as.factor(attendance)1:relative_age",-0.102906609036043,0.0780472021567913,-1.31851759181977,0.187635383729804,"fm1_zdilligence"
"119","as.factor(attendance)1:I(relative_age^2)",0.00976112925538687,0.00714922223225627,1.36534142292375,0.172455918799299,"fm1_zdilligence"
"120","as.factor(attendance)1",0.0470744824078896,0.102667501759604,0.458513956228472,0.646683873276113,"fm2_zdilligence"
"121","relative_age",0.0216201194331309,0.0432935865484426,0.499383884699399,0.617619926855347,"fm2_zdilligence"
"122","I(relative_age^2)",-0.000634849536784685,0.0037736289792048,-0.168233162370527,0.866434214699662,"fm2_zdilligence"
"123","as.factor(attendance)1:relative_age",-0.102906609036043,0.0780472021567913,-1.31851759181977,0.187635383729804,"fm2_zdilligence"
"124","as.factor(attendance)1:I(relative_age^2)",0.00976112925538687,0.00714922223225627,1.36534142292375,0.172455918799299,"fm2_zdilligence"
"125","as.factor(attendance)1",-0.989726751112869,0.503153792847766,-1.9670461898164,0.0492210724025778,"fm1_hourshome"
"126","relative_age",-0.0028629859936518,0.110998941973046,-0.0257929124616972,0.979423320161182,"fm1_hourshome"
"127","I(relative_age^2)",-0.00273176001456467,0.01004277050651,-0.272012589832046,0.785621124241318,"fm1_hourshome"
"128","as.factor(attendance)1:relative_age",0.197935965250768,0.229831798473296,0.861220973623306,0.389148654816478,"fm1_hourshome"
"129","as.factor(attendance)1:I(relative_age^2)",-0.0194901325064504,0.0210646382367925,-0.925253606891192,0.354868934057921,"fm1_hourshome"
"130","as.factor(attendance)1",-0.967098838399626,0.495139071181007,-1.95318627571219,0.0508411320368992,"fm2_hourshome"
"131","relative_age",-0.077115978490126,0.125252020705152,-0.615686501950016,0.538123385991319,"fm2_hourshome"
"132","I(relative_age^2)",-0.00285904964092836,0.00999995281330754,-0.285906313190164,0.77495915023066,"fm2_hourshome"
"133","as.factor(grade)5",NA,0,NA,NA,"fm2_hourshome"
"134","as.factor(grade)6",NA,0,NA,NA,"fm2_hourshome"
"135","as.factor(grade)7",NA,0,NA,NA,"fm2_hourshome"
"136","as.factor(grade)8",NA,0,NA,NA,"fm2_hourshome"
"137","as.factor(grade)9",NA,0,NA,NA,"fm2_hourshome"
"138","as.factor(attendance)1:relative_age",0.196752441449072,0.227478086340681,0.864929209727949,0.38711012804851,"fm2_hourshome"
"139","as.factor(attendance)1:I(relative_age^2)",-0.0200664476944594,0.0209624292159318,-0.957257743735565,0.338473409594589,"fm2_hourshome"
"140","relative_age:as.factor(grade)5",0.0501223525021626,0.0897089210686642,0.558722052445581,0.576371013850951,"fm2_hourshome"
"141","relative_age:as.factor(grade)6",0.185805296486323,0.0466792948481588,3.98046493827129,6.95429669650943e-05,"fm2_hourshome"
"142","relative_age:as.factor(grade)7",0.0535963364519476,0.0528204276349773,1.01468955954564,0.310292268171159,"fm2_hourshome"
"143","relative_age:as.factor(grade)8",0.0387084062337698,0.0691109644076366,0.560090668181916,0.575437238256855,"fm2_hourshome"
"144","relative_age:as.factor(grade)9",0.143415653685279,0.0411075164816092,3.48879392286909,0.000488476796988788,"fm2_hourshome"
"145","as.factor(attendance)1",-1.47858974285647,0.34334876134102,-4.30637855538353,1.68408267895021e-05,"fm1_hoursprep"
"146","relative_age",-0.031551625855771,0.0695765827483817,-0.453480533383984,0.650218011083407,"fm1_hoursprep"
"147","I(relative_age^2)",-0.00173816371554908,0.00584877234116156,-0.297184368643743,0.76633532367848,"fm1_hoursprep"
"148","as.factor(attendance)1:relative_age",0.146676012978042,0.118606459103988,1.2366612584686,0.216257886813504,"fm1_hoursprep"
"149","as.factor(attendance)1:I(relative_age^2)",-0.0099379991228134,0.0101037510279941,-0.983595012909422,0.325351565529716,"fm1_hoursprep"
"150","as.factor(attendance)1",-1.50646504614974,0.33317477776143,-4.52154588733138,6.24879155488441e-06,"fm2_hoursprep"
"151","relative_age",-0.0298625832485534,0.0886044170751929,-0.337032669863523,0.736103245075975,"fm2_hoursprep"
"152","I(relative_age^2)",-0.00179626249960982,0.0059459791458544,-0.302097006321018,0.762587860789976,"fm2_hoursprep"
"153","as.factor(grade)5",NA,0,NA,NA,"fm2_hoursprep"
"154","as.factor(grade)6",NA,0,NA,NA,"fm2_hoursprep"
"155","as.factor(grade)7",NA,0,NA,NA,"fm2_hoursprep"
"156","as.factor(grade)8",NA,0,NA,NA,"fm2_hoursprep"
"157","as.factor(grade)9",NA,0,NA,NA,"fm2_hoursprep"
"158","as.factor(attendance)1:relative_age",0.155475613522374,0.114530576409686,1.35750310874385,0.17466892893222,"fm2_hoursprep"
"159","as.factor(attendance)1:I(relative_age^2)",-0.0106173697760889,0.00983030815908458,-1.08006479596237,0.280153736057149,"fm2_hoursprep"
"160","relative_age:as.factor(grade)5",0.0405471952364559,0.0599553505749337,0.676289853159627,0.498880897812973,"fm2_hoursprep"
"161","relative_age:as.factor(grade)6",0.0238938141803295,0.048028567663892,0.497491708425295,0.618859317769057,"fm2_hoursprep"
"162","relative_age:as.factor(grade)7",0.00240659416511846,0.0616486134931634,0.0390372796524506,0.968861875292414,"fm2_hoursprep"
"163","relative_age:as.factor(grade)8",-0.0323109091445819,0.0499282452570703,-0.647146900080698,0.517559918010569,"fm2_hoursprep"
"164","relative_age:as.factor(grade)9",-0.0542959824424838,0.0532051366434872,-1.02050264068122,0.307528435663457,"fm2_hoursprep"
"165","as.factor(attendance)1",-2.46779307545702,0.517725956648926,-4.76660102466227,1.91505891027356e-06,"fm1_studytime"
"166","relative_age",-0.0388039492260384,0.132893773106651,-0.291992230477924,0.770302040433966,"fm1_studytime"
"167","I(relative_age^2)",-0.00400152401662473,0.0120988495748805,-0.33073590938205,0.740854815956137,"fm1_studytime"
"168","as.factor(attendance)1:relative_age",0.338997278170638,0.245620753688085,1.38016545051862,0.167583975745833,"fm1_studytime"
"169","as.factor(attendance)1:I(relative_age^2)",-0.0290625380053463,0.023054672263671,-1.26059211221763,0.207501854946213,"fm1_studytime"
"170","as.factor(attendance)1",-2.4720855831527,0.511244540593538,-4.835426859097,1.3597104946654e-06,"fm2_studytime"
"171","relative_age",-0.111520439816386,0.166281149172881,-0.670673978205663,0.502452493776798,"fm2_studytime"
"172","I(relative_age^2)",-0.00418387519322891,0.0121799182345847,-0.343506016431938,0.731229121869961,"fm2_studytime"
"173","as.factor(grade)5",NA,0,NA,NA,"fm2_studytime"
"174","as.factor(grade)6",NA,0,NA,NA,"fm2_studytime"
"175","as.factor(grade)7",NA,0,NA,NA,"fm2_studytime"
"176","as.factor(grade)8",NA,0,NA,NA,"fm2_studytime"
"177","as.factor(grade)9",NA,0,NA,NA,"fm2_studytime"
"178","as.factor(attendance)1:relative_age",0.346141682641901,0.244119444339833,1.4179193450893,0.156263098421998,"fm2_studytime"
"179","as.factor(attendance)1:I(relative_age^2)",-0.0302728436037844,0.0230378660112475,-1.31404721205535,0.188877508361501,"fm2_studytime"
"180","relative_age:as.factor(grade)5",0.0889735998010643,0.108189321478956,0.8223880008192,0.410886806539559,"fm2_studytime"
"181","relative_age:as.factor(grade)6",0.209340653536579,0.078860005906351,2.6545858211725,0.00796027351420333,"fm2_studytime"
"182","relative_age:as.factor(grade)7",0.0553465025110061,0.0974723423440782,0.567817507818089,0.570178849292057,"fm2_studytime"
"183","relative_age:as.factor(grade)8",0.010749130518871,0.0903804421419724,0.118932041757285,0.905332936524484,"fm2_studytime"
"184","relative_age:as.factor(grade)9",0.0881920917605925,0.0648929030654278,1.35904062839774,0.174181700839073,"fm2_studytime"
"185","as.factor(attendance)1",-0.172203922357656,0.0525763953511081,-3.27530864768626,0.00106103668733382,"fm1_cram"
"186","relative_age",-0.00115494866133477,0.00897693069510491,-0.128657410930505,0.897632747049968,"fm1_cram"
"187","I(relative_age^2)",-0.000541571937608155,0.000700310589239234,-0.773331070427594,0.439354807642055,"fm1_cram"
"188","as.factor(attendance)1:relative_age",0.00416645243674511,0.0165735825825104,0.251391177254689,0.801519695548059,"fm1_cram"
"189","as.factor(attendance)1:I(relative_age^2)",0.000201423390134553,0.00137709905295655,0.14626645026159,0.883715620010282,"fm1_cram"
"190","as.factor(attendance)1",-0.173147281154735,0.0529091753625174,-3.2725378909874,0.00107147827461954,"fm2_cram"
"191","relative_age",0.00303956367815549,0.0091183197387658,0.333346906583351,0.738883277732772,"fm2_cram"
"192","I(relative_age^2)",-0.000554695124140401,0.000697385367698509,-0.795392547410322,0.426414480544963,"fm2_cram"
"193","as.factor(grade)5",NA,0,NA,NA,"fm2_cram"
"194","as.factor(grade)6",NA,0,NA,NA,"fm2_cram"
"195","as.factor(grade)7",NA,0,NA,NA,"fm2_cram"
"196","as.factor(grade)8",NA,0,NA,NA,"fm2_cram"
"197","as.factor(grade)9",NA,0,NA,NA,"fm2_cram"
"198","as.factor(attendance)1:relative_age",0.00457538865687321,0.0168397035157766,0.271702447289923,0.785859520543866,"fm2_cram"
"199","as.factor(attendance)1:I(relative_age^2)",0.000173609513398844,0.00139398196197165,0.124542152004098,0.900889911099835,"fm2_cram"
"200","relative_age:as.factor(grade)5",-0.000584922394703914,0.00618561763236548,-0.09456167992722,0.924665927526491,"fm2_cram"
"201","relative_age:as.factor(grade)6",-0.00697530951794631,0.00406333138142953,-1.71664795783708,0.0860915558187651,"fm2_cram"
"202","relative_age:as.factor(grade)7",-0.00651149051200604,0.00643138702566863,-1.012455087218,0.311358511878202,"fm2_cram"
"203","relative_age:as.factor(grade)8",-0.00774747101024256,0.00556465619197024,-1.39226409376775,0.163890467565299,"fm2_cram"
"204","relative_age:as.factor(grade)9",-0.00359455603436553,0.00797907096508852,-0.450498065513276,0.652366500045611,"fm2_cram"
"205","as.factor(attendance)1",-0.0433151682471779,0.057025023978628,-0.759581762971493,0.447519658762827,"fm1_teacherrelation"
"206","relative_age",-0.00111935110983613,0.0111768797844367,-0.100148801045062,0.920227878202464,"fm1_teacherrelation"
"207","I(relative_age^2)",0.000875378267380577,0.00103288000454105,0.847512066776378,0.39672679602075,"fm1_teacherrelation"
"208","as.factor(attendance)1:relative_age",0.0246868935639053,0.0261326854467739,0.94467495941765,0.344844009836644,"fm1_teacherrelation"
"209","as.factor(attendance)1:I(relative_age^2)",-0.00285087038134241,0.00222127282199069,-1.28343999580721,0.199362942139414,"fm1_teacherrelation"
"210","as.factor(attendance)1",-0.0382110373702914,0.0567682426108303,-0.6731058706933,0.500893006048942,"fm2_teacherrelation"
"211","relative_age",-0.0114490369764812,0.0124832456536399,-0.917152261050222,0.359081439134776,"fm2_teacherrelation"
"212","I(relative_age^2)",0.000880391698599463,0.00103105698181164,0.853872980960327,0.393192553556734,"fm2_teacherrelation"
"213","as.factor(grade)5",NA,0,NA,NA,"fm2_teacherrelation"
"214","as.factor(grade)6",NA,0,NA,NA,"fm2_teacherrelation"
"215","as.factor(grade)7",NA,0,NA,NA,"fm2_teacherrelation"
"216","as.factor(grade)8",NA,0,NA,NA,"fm2_teacherrelation"
"217","as.factor(grade)9",NA,0,NA,NA,"fm2_teacherrelation"
"218","as.factor(attendance)1:relative_age",0.0232051331936959,0.0259895512227921,0.89286394346608,0.371948087077911,"fm2_teacherrelation"
"219","as.factor(attendance)1:I(relative_age^2)",-0.0027736177533459,0.00220462617492302,-1.25808982261709,0.208383949849712,"fm2_teacherrelation"
"220","relative_age:as.factor(grade)5",0.0125267435630363,0.00631022180796855,1.98515106825842,0.0471505781556182,"fm2_teacherrelation"
"221","relative_age:as.factor(grade)6",0.0124895338829941,0.00806808059679401,1.54801798682539,0.121644549242559,"fm2_teacherrelation"
"222","relative_age:as.factor(grade)7",0.00879890712230176,0.00976733225589793,0.900850599915715,0.367685984284792,"fm2_teacherrelation"
"223","relative_age:as.factor(grade)8",0.0196530708458853,0.00983713141728177,1.99784571459104,0.0457561021760444,"fm2_teacherrelation"
"224","relative_age:as.factor(grade)9",0.00883377684490946,0.00803292286398158,1.09969646098792,0.27148663588193,"fm2_teacherrelation"
"225","as.factor(attendance)1",-0.145113342934083,0.0561658123007766,-2.58365964969897,0.00978762018538063,"fm1_zfriendrelation"
"226","relative_age",0.00682276517404446,0.00951162315487824,0.717308188407912,0.473198022135779,"fm1_zfriendrelation"
"227","I(relative_age^2)",0.00034865606996928,0.000702836170321974,0.496070186327432,0.619854046276741,"fm1_zfriendrelation"
"228","as.factor(attendance)1:relative_age",0.0338324771187337,0.0338423390803356,0.999708591017351,0.31747186184506,"fm1_zfriendrelation"
"229","as.factor(attendance)1:I(relative_age^2)",-0.00304230636162118,0.00313519454026064,-0.970372435443277,0.331880587284816,"fm1_zfriendrelation"
"230","as.factor(attendance)1",-0.144982804450041,0.05533420956454,-2.62012967368654,0.00880079011266595,"fm2_zfriendrelation"
"231","relative_age",0.00289190696434592,0.0110834547680859,0.260921077845959,0.794157882675839,"fm2_zfriendrelation"
"232","I(relative_age^2)",0.000355396674042963,0.000703229208692191,0.505378146484986,0.613302620064186,"fm2_zfriendrelation"
"233","as.factor(grade)5",NA,0,NA,NA,"fm2_zfriendrelation"
"234","as.factor(grade)6",NA,0,NA,NA,"fm2_zfriendrelation"
"235","as.factor(grade)7",NA,0,NA,NA,"fm2_zfriendrelation"
"236","as.factor(grade)8",NA,0,NA,NA,"fm2_zfriendrelation"
"237","as.factor(grade)9",NA,0,NA,NA,"fm2_zfriendrelation"
"238","as.factor(attendance)1:relative_age",0.0336479547242039,0.0338399243339378,0.994327126507745,0.320083840806231,"fm2_zfriendrelation"
"239","as.factor(attendance)1:I(relative_age^2)",-0.00302446418335936,0.00314321795478241,-0.962219046489486,0.335959125012528,"fm2_zfriendrelation"
"240","relative_age:as.factor(grade)5",0.0056467218699167,0.00812855364873546,0.694677320705775,0.487271099561788,"fm2_zfriendrelation"
"241","relative_age:as.factor(grade)6",0.00615854804482403,0.00856225014031888,0.719267475709915,0.471990248511676,"fm2_zfriendrelation"
