"","term","estimate","std.error","statistic","p.value","name"
"1","(Intercept)",42.2444862931455,1.7209972783457,24.5465154562899,1.6587281395355e-102,"zyuken_rdd"
"2","distance_cutoff",-0.280618133259993,0.263003565440271,-1.06697463507856,0.286266270661255,"zyuken_rdd"
"3","upper_cutoff",4.00269091422919,1.32067082804385,3.03080133916328,0.00250808150122651,"zyuken_rdd"
"4","as.factor(sex)2",0.449493492116993,0.648364342905905,0.693272998484784,0.488315146442723,"zyuken_rdd"
"5","as.factor(school_id)30185",-0.214168563613961,1.22736754476444,-0.174494237302865,0.861515871899362,"zyuken_rdd"
"6","as.factor(school_id)30230",-2.32444331652723,1.35652893335124,-1.71352284450344,0.0869569682076096,"zyuken_rdd"
"7","as.factor(school_id)30265",-2.12498340638791,1.13149970073918,-1.87802383420844,0.0606974846281832,"zyuken_rdd"
"8","as.factor(school_id)30270",-0.292566360824618,1.08968728104506,-0.268486533626449,0.788385691014785,"zyuken_rdd"
"9","as.factor(school_id)30288",1.41309105192551,1.12750591812771,1.25328925481121,0.21042237079903,"zyuken_rdd"
"10","as.factor(book)2",3.14779590795913,1.21144571341389,2.59837966580323,0.00951794584860803,"zyuken_rdd"
"11","as.factor(book)3",4.78405469140728,1.11434785944182,4.29314298122638,1.95062678068004e-05,"zyuken_rdd"
"12","as.factor(book)4",6.29729372836926,1.20030220602539,5.24642352297408,1.9299486411244e-07,"zyuken_rdd"
"13","as.factor(book)5",6.03204420473788,1.30291777941243,4.62964302126426,4.19534527519157e-06,"zyuken_rdd"
"14","as.factor(cramschool)2",-0.46035504224188,1.70580093565399,-0.269876181106316,0.787316698873336,"zyuken_rdd"
"15","as.factor(cramschool)3",0.841169379769305,1.06810360288067,0.787535382804321,0.431173595014091,"zyuken_rdd"
"16","as.factor(cramschool)4",2.46370621911127,1.11561369408892,2.20838649809089,0.0274659793764632,"zyuken_rdd"
"17","as.factor(cramschool)5",5.89104878489622,1.03353685083817,5.69989234551121,1.61918441644557e-08,"zyuken_rdd"
"18","as.factor(cramschool)6",6.01055339777443,1.01259799003548,5.93577456890252,4.15544651857143e-09,"zyuken_rdd"
"19","as.factor(cramschool)7",9.42744700016275,1.4215377519273,6.63186537774404,5.67821074681323e-11,"zyuken_rdd"
"20","as.factor(cramschool)8",5.97338700563389,1.68196225950838,3.55143938091681,0.000402782408821218,"zyuken_rdd"
"21","distance_cutoff:upper_cutoff",0.253845674716242,0.37522233296306,0.676520698306176,0.498882022517575,"zyuken_rdd"
