"","term","estimate","std.error","statistic","p.value","name","is_adopt","tag_adopt","p_value_adjust","p_value_adjust_num"
"587","as.factor(year)2017",0.00234395136100267,0.0103802744217517,0.225808226812479,0.821351022762197,"grade5_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"588","as.factor(year)2018",-0.00467820218666215,0.0112584793969368,-0.415527001624659,0.677757011576423,"grade5_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"589","relative_age",0.0116195026838791,0.00473338993483733,2.45479515608054,0.0140980578541975,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"590","I(relative_age^2)",-4.1784652775038e-05,0.000418185238932486,-0.099919004510305,0.920408814302693,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"591","as.factor(sex)2",0.268647189800123,0.00646273412559026,41.5686588028386,0,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"592","as.factor(book)2",0.368427452172014,0.0138385834945181,26.6232054977274,1.17097944035398e-155,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"593","as.factor(book)3",0.470682948601436,0.0131498602924945,35.7937603998795,6.07511299610637e-279,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"594","as.factor(book)4",0.567759544994812,0.0139292352375994,40.7602811863103,0,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"595","as.factor(book)5",0.555809093820685,0.01533759170104,36.2383550595495,8.06897644385477e-286,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"596","as.factor(year)2017",0.00470859327760296,0.0105478361865828,0.446403716772967,0.655306545468782,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"597","as.factor(year)2018",0.00711896052530984,0.0108459128988915,0.656372643932758,0.511585788872161,"grade6_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"598","relative_age",0.0200597356156308,0.0044529574085909,4.50481192048466,6.6503560649494e-06,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"599","I(relative_age^2)",-0.000879690298612788,0.000389713491946583,-2.25727442542165,0.0239929876400939,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"600","as.factor(sex)2",0.253871301920148,0.00660319902059035,38.4467136502348,3.91299991506267e-321,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"601","as.factor(book)2",0.329958981068955,0.0109082381294826,30.2486045090223,4.00274153524329e-200,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"602","as.factor(book)3",0.42089555003015,0.010957446849788,38.4118267512558,1.46836309944018e-320,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"603","as.factor(book)4",0.491450838074458,0.0117834871144015,41.7067403989281,0,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"604","as.factor(book)5",0.467691441319962,0.0137822534387669,33.9343231060049,4.86929982017304e-251,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"605","as.factor(year)2017",-0.00321946680903528,0.010250397982369,-0.314082127793755,0.753459290048486,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"606","as.factor(year)2018",-0.00772649486708579,0.0110497367063162,-0.699246966008632,0.484399260149515,"grade7_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"607","relative_age",0.00948312016260461,0.00475354937395751,1.99495564610273,0.0460502506799659,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"608","I(relative_age^2)",3.53365073152861e-06,0.00041612464508833,0.00849180833973083,0.993224614501588,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"609","as.factor(sex)2",0.274429271923609,0.00761594816417724,36.0335004923522,1.25455761443081e-282,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"610","as.factor(book)2",0.320909602961492,0.0110577893827634,29.0211354053929,1.86070972670517e-184,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"611","as.factor(book)3",0.396192547947117,0.0112392547430255,35.2507845943233,1.20631551058837e-270,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"612","as.factor(book)4",0.43839898148034,0.0124185704740214,35.3018877975879,2.02734611513106e-271,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"613","as.factor(book)5",0.35963454919516,0.0122661267752097,29.319324329991,3.29235436265594e-188,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"614","as.factor(year)2017",-0.00671353608023583,0.0106224175045028,-0.632015836074041,0.527377880353705,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"615","as.factor(year)2018",-0.0127189792727286,0.0116425170832606,-1.09245957568881,0.274633610215275,"grade8_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"616","relative_age",0.0118183613696973,0.00464538878565385,2.54410597584328,0.0109571405803071,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"617","I(relative_age^2)",-7.44328530779142e-05,0.000410951437136819,-0.181123233432404,0.856271182587224,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"618","as.factor(sex)2",0.290527578269079,0.00744618154433811,39.0169883099331,0,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"619","as.factor(book)2",0.290040848736964,0.0104202308837201,27.8343975266521,6.50106179025424e-170,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"620","as.factor(book)3",0.369137832734016,0.00973197214503562,37.9304242996952,8.69924118802487e-313,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"621","as.factor(book)4",0.383990820171918,0.0112526909447681,34.1243549704395,6.90825584053445e-254,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"622","as.factor(book)5",0.304150677305535,0.0122615691940403,24.8052000924454,1.86347089603034e-135,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"623","as.factor(year)2017",-0.0087322304621242,0.0116431000204292,-0.749991879035866,0.453261201488576,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"624","as.factor(year)2018",-0.0120578601462125,0.0115802798834231,-1.04124082212149,0.29776608487116,"grade9_not_apr_march_grade_t8_ra_cont_zstrategy",FALSE,NA,NA,NA
"625","(Intercept)",-0.0644980053971884,0.0134950515306602,-4.77938192756444,1.76411655942702e-06,"grade4_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"626","relative_age",0.018179688401803,0.00512823289024013,3.54502004704232,0.000392997439727873,"grade4_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"627","I(relative_age^2)",-0.000868139299919973,0.000445481480037775,-1.94876630976075,0.0513297958442988,"grade4_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"628","(Intercept)",-0.0545923571659372,0.0133235556441351,-4.09743154335594,4.18471693683021e-05,"grade5_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"629","relative_age",0.012433190312227,0.00529490154084695,2.34814381652094,0.0188714277264423,"grade5_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"630","I(relative_age^2)",-0.000347340304880881,0.000463896254688037,-0.748745654595687,0.454014332615396,"grade5_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"631","(Intercept)",-0.0480411520691751,0.0140470219013644,-3.42002400270401,0.000626699465871512,"grade6_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"632","relative_age",0.0114720094680279,0.00511526678217538,2.24270012817379,0.0249209010573536,"grade6_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"633","I(relative_age^2)",-0.000374856369165253,0.000437648944005202,-0.85652296046851,0.391713040134798,"grade6_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"634","(Intercept)",-0.0458539271814869,0.0148009217651358,-3.09804537238334,0.00194922168352716,"grade7_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"635","relative_age",0.011959447197338,0.00514786617439836,2.32318533391862,0.0201736559220996,"grade7_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"636","I(relative_age^2)",-0.000489742984083085,0.00045250353247279,-1.08229648817722,0.279126636612033,"grade7_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"637","(Intercept)",-0.0561502724052269,0.0148552982328762,-3.77981455000082,0.000157146955120717,"grade8_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"638","relative_age",0.017875973415053,0.00527079537220621,3.39151345341844,0.000695673163926965,"grade8_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"639","I(relative_age^2)",-0.00101728577083694,0.000462032401207172,-2.20176283779889,0.0276871038381212,"grade8_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"640","(Intercept)",-0.0518584058031279,0.0148658458699941,-3.48842617208895,0.000486343056855183,"grade9_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"641","relative_age",0.0141879954361255,0.00548652240855569,2.58597238462031,0.00971362344929931,"grade9_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"642","I(relative_age^2)",-0.000637766912870742,0.000484580748570979,-1.31612102781942,0.188140216379173,"grade9_all_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"643","(Intercept)",-0.0722396277584273,0.020961579644948,-3.4462873973259,0.000568991074021109,"grade4_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"644","relative_age",0.0165614670202828,0.00823919826219904,2.01008235185525,0.0444298855746922,"grade4_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"645","I(relative_age^2)",-0.000413928519106308,0.000720251737097827,-0.574699785902894,0.565497927306257,"grade4_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"646","(Intercept)",-0.0571147879939262,0.0200032962724426,-2.85526881250117,0.00430233006905044,"grade5_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"647","relative_age",0.010139993177057,0.00786772601302702,1.28880862910931,0.19747233692813,"grade5_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"648","I(relative_age^2)",6.86901831232071e-05,0.00068923310913003,0.099661757703297,0.920613378988735,"grade5_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"649","(Intercept)",-0.0586886799182659,0.0204238512960823,-2.8735363897564,0.00406126483118029,"grade6_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"650","relative_age",0.0141908474045893,0.00789535677789023,1.79736619937539,0.0722853425923763,"grade6_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"651","I(relative_age^2)",-0.000496810888144246,0.000683845033314901,-0.726496302438555,0.467538993653569,"grade6_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"652","(Intercept)",-0.0925509240370898,0.021760965331325,-4.25307069920571,2.11369237446146e-05,"grade7_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"653","relative_age",0.0313105669042769,0.00799483753310292,3.9163481152224,9.00594880271246e-05,"grade7_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"654","I(relative_age^2)",-0.00215050963788279,0.000693128825213678,-3.10261175073744,0.00191963578762123,"grade7_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"655","(Intercept)",-0.0640275269432848,0.022413063487118,-2.85670573235492,0.00428295693503607,"grade8_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"656","relative_age",0.0191559724704102,0.00849039655039587,2.25619290650412,0.0240642363328455,"grade8_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"657","I(relative_age^2)",-0.000997207554238017,0.000741849761637694,-1.34421766482286,0.178886070219345,"grade8_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"658","(Intercept)",-0.0742387606150055,0.0221944388491048,-3.34492622767978,0.000823857730787985,"grade9_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"659","relative_age",0.0212266016323516,0.00874711986914352,2.42669609538917,0.0152417307470314,"grade9_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"660","I(relative_age^2)",-0.00109541693866228,0.000766229568990745,-1.42961976800913,0.152834574989393,"grade9_not_apr_march_grade_t8_ra_basic_zselfcontrol",FALSE,NA,NA,NA
"661","relative_age",0.0167166571871889,0.00508946076146678,3.28456352660261,0.00102223234004818,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"662","I(relative_age^2)",-0.000760016332357231,0.00044013508639109,-1.72677969981676,0.0842145185076593,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"663","as.factor(sex)2",0.36625561021051,0.00994442238763319,36.8302547834233,2.52446723902295e-292,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"664","as.factor(book)2",0.236424922628896,0.0188768485077356,12.5245971292301,6.34135162409555e-36,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"665","as.factor(book)3",0.330738401991654,0.0177989329524472,18.5819230217495,9.0922714697059e-77,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"666","as.factor(book)4",0.311245496305351,0.020104814314017,15.4811425484468,6.5361675854477e-54,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"667","as.factor(book)5",0.281328508365478,0.0221842824152554,12.6814337781788,8.74247054163802e-37,"grade4_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"668","relative_age",0.0126023605198792,0.00522639571887981,2.41129091590874,0.0159001106401514,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"669","I(relative_age^2)",-0.000398918388945045,0.000455406770077139,-0.875960603039507,0.381056089917482,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"670","as.factor(sex)2",0.361984557797972,0.0101730316410811,35.5827614195352,1.53475204463675e-273,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"671","as.factor(book)2",0.278113735329783,0.0191663507432194,14.5105210196664,1.32898127858073e-47,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"672","as.factor(book)3",0.35800008307747,0.0182689346546174,19.5961116422838,3.76051553729825e-85,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"673","as.factor(book)4",0.388579580809984,0.0189877259979171,20.4647771330074,1.16501170845014e-92,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"674","as.factor(book)5",0.320612995476643,0.0203117821840391,15.7845821982366,5.60157681283826e-56,"grade5_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"675","relative_age",0.0107855052939426,0.00496737526277673,2.17126847145298,0.0299160663306133,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"676","I(relative_age^2)",-0.000333289364278231,0.000423749131577974,-0.786525185401832,0.431563991702944,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"677","as.factor(sex)2",0.366901260527191,0.0105591573887084,34.7472101248856,4.25116575812366e-261,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"678","as.factor(book)2",0.259378242918779,0.0201710363494165,12.8589447971662,8.92467344185675e-38,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"679","as.factor(book)3",0.350478382562973,0.019364092293762,18.0993964109475,5.83553593296772e-73,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"680","as.factor(book)4",0.344716632107504,0.0203893122003652,16.9067317582851,6.31307960465993e-64,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"681","as.factor(book)5",0.283653226682521,0.0225357264791658,12.586824167606,2.87058245585934e-36,"grade6_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"682","relative_age",0.00993988677251185,0.00501035444254856,1.98386898302066,0.0472766036223699,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"683","I(relative_age^2)",-0.0002929485372592,0.000434380312911683,-0.674405649960387,0.500056967618157,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"684","as.factor(sex)2",0.329849346924736,0.010898874129893,30.2645340237518,3.60650827855356e-199,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"685","as.factor(book)2",0.248011534761076,0.0173036570076001,14.3328970663337,1.73204265467986e-46,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"686","as.factor(book)3",0.307980194693623,0.0165341612403219,18.6269016140082,3.83497160291464e-77,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"687","as.factor(book)4",0.297242738600019,0.0190622614724572,15.5932568142295,1.13078921106554e-54,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"688","as.factor(book)5",0.226620909697755,0.0207476265283672,10.9227390124797,9.73633905352658e-28,"grade7_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"689","relative_age",0.0146512408801339,0.00532099242009811,2.75347899854061,0.00589893362266365,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"690","I(relative_age^2)",-0.000717525663453133,0.000464507168328543,-1.54470310121378,0.12242516595139,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"691","as.factor(sex)2",0.28326947964932,0.0113392802342147,24.9812575223773,8.49733744320572e-137,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"692","as.factor(book)2",0.200858918435761,0.0171002530212155,11.7459617811833,8.24950820036678e-32,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"693","as.factor(book)3",0.222855195232561,0.0156408736044182,14.2482575378404,5.79515047993865e-46,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"694","as.factor(book)4",0.21202271990281,0.017735581221765,11.9546530362713,6.89024653846725e-33,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"695","as.factor(book)5",0.11851072393699,0.0194565579760161,6.09104262342169,1.13089514565454e-09,"grade8_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"696","relative_age",0.0111918527146457,0.00547729763961728,2.04331651318253,0.0410270563380784,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"697","I(relative_age^2)",-0.000364374095190442,0.000482015217529577,-0.755938986860065,0.449689822102325,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"698","as.factor(sex)2",0.257153849521548,0.0117376208785249,21.9085155486693,7.94040125047208e-106,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"699","as.factor(book)2",0.180930306770723,0.0178965718649292,10.1097745499115,5.31112569616708e-24,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"700","as.factor(book)3",0.188136444731368,0.016942245587222,11.1045754686299,1.30090743728974e-28,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"701","as.factor(book)4",0.168757392958019,0.0186399382209523,9.05353821228477,1.43917850563639e-19,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"702","as.factor(book)5",0.076583237949273,0.0191087184131315,4.00776422016063,6.13970789187172e-05,"grade9_all_grade_t8_ra_cont_zselfcontrol",TRUE,"table8_noncognitive",NA,NA
"703","relative_age",0.0156091729727717,0.00810988461119639,1.92470962548862,0.0542737126268873,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"704","I(relative_age^2)",-0.000393826355723218,0.000711102185941156,-0.553825263807875,0.579701940094586,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"705","as.factor(sex)2",0.371125809055738,0.0108344090674261,34.2543655815558,5.24331991853151e-253,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"706","as.factor(book)2",0.245564819049367,0.0205571825058179,11.945451132706,7.93288435382799e-33,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"707","as.factor(book)3",0.339966082387697,0.0192252972059105,17.6832679748212,1.12722802062491e-69,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"708","as.factor(book)4",0.327917695968853,0.0212494299404702,15.4318349662794,1.49563390687767e-53,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"709","as.factor(book)5",0.277529529874447,0.0242305485591174,11.4537039554566,2.54867431842212e-30,"grade4_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"710","relative_age",0.0112328663106126,0.00781566315391193,1.43722497879022,0.150662344574365,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"711","I(relative_age^2)",-7.87291641983703e-05,0.000679895071092632,-0.11579605081097,0.907814794804764,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"712","as.factor(sex)2",0.367616955601017,0.0109048433910699,33.7113466390596,1.71671665304476e-245,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"713","as.factor(book)2",0.281190043434149,0.021231966992421,13.2437114062264,6.02195665894872e-40,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"714","as.factor(book)3",0.366541053230724,0.0197223302616039,18.5850783537642,9.33065118942729e-77,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"715","as.factor(book)4",0.393093289857913,0.0208666097664805,18.8383879440428,8.40414855979816e-79,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"716","as.factor(book)5",0.323258066735718,0.0225173863805699,14.355931957301,1.29697392411631e-46,"grade5_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"717","relative_age",0.0132919128295574,0.00779975274531929,1.70414540865209,0.0883621650264067,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"718","I(relative_age^2)",-0.000422505906037645,0.000672808815931259,-0.627973201351173,0.53002529924771,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"719","as.factor(sex)2",0.369617220186083,0.0114192483184558,32.367911606643,9.99453198601066e-227,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"720","as.factor(book)2",0.270945393024365,0.021500403180888,12.601874985545,2.44112031532771e-36,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"721","as.factor(book)3",0.365960609977928,0.0210097412573353,17.4186157504513,1.09821022709492e-67,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"722","as.factor(book)4",0.35444801261337,0.0219771470427784,16.1280266234484,2.54257402562709e-58,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"723","as.factor(book)5",0.295045279160357,0.0242790297751091,12.1522681051628,6.45786953262546e-34,"grade6_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"724","relative_age",0.0269188035575555,0.0079755452836804,3.3751677910521,0.000738462982002872,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"725","I(relative_age^2)",-0.00169915700456597,0.000684967407238393,-2.48063920503388,0.0131191051635141,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"726","as.factor(sex)2",0.336430980612623,0.0119590151866527,28.1319971052557,2.58413596042e-172,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"727","as.factor(book)2",0.24583477224627,0.0185816872072419,13.2299489010051,7.25674081946407e-40,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"728","as.factor(book)3",0.313323358403353,0.0176812013914117,17.7207052545391,5.6449582061229e-70,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"729","as.factor(book)4",0.296461779689677,0.0205547346168536,14.4230409789186,4.97028453124364e-47,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"730","as.factor(book)5",0.230982699080344,0.0226472020657716,10.1991715537102,2.15372703458341e-24,"grade7_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"731","relative_age",0.0145385988358437,0.00861318134884989,1.6879476057688,0.0914296164639958,"grade8_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"732","I(relative_age^2)",-0.000541408003897304,0.000748149176002698,-0.723663169409615,0.46927707125533,"grade8_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"733","as.factor(sex)2",0.291292114318648,0.0120291556408036,24.2155079721946,1.49373522373403e-128,"grade8_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"734","as.factor(book)2",0.197395205428505,0.0185923409739591,10.6170172817388,2.70723728606903e-26,"grade8_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"735","as.factor(book)3",0.221107181812472,0.0169335007053639,13.0573816755111,7.01519835416068e-39,"grade8_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
"736","as.factor(book)4",0.2192813134685,0.0199634627181671,10.984132190101,5.02808145393818e-28,"grade8_not_apr_march_grade_t8_ra_cont_zselfcontrol",FALSE,NA,NA,NA
