"","r.squared","adj.r.squared","sigma","statistic","p.value","df","df.residual","obs","fm_use","delta_est","delta_se","delta_pvalue","name","is_adopt","tag_adopt","p_value_adjust","p_value_adjust_num"
"1",0.0123914596375007,0.0123804339598131,0.993782183138561,1123.87283470865,0,179147,179147,179150,"zkokugo_level ~ relative_age + I(relative_age^2) | 0 | 0 | school_id",0.355009416519242,0.00787675744388334,0,"grade4_all_grade_t8_ra_basic_zkokugo_level",TRUE,"table8_cognitive_ra_basic_all_grade",0,14
"2",0.00999498608309596,0.0099840813829305,0.994987216785606,916.575965545763,0,181574,181574,181577,"zkokugo_level ~ relative_age + I(relative_age^2) | 0 | 0 | school_id",0.318910867917299,0.0078431035348863,0,"grade5_all_grade_t8_ra_basic_zkokugo_level",TRUE,"table8_cognitive_ra_basic_all_grade",0,14
"3",0.00744355250127114,0.00743267338199138,0.996268542080384,684.205431504531,9.16271466776022e-297,182470,182470,182473,"zkokugo_level ~ relative_age + I(relative_age^2) | 0 | 0 | school_id",0.275317765673865,0.00791156916483574,2.4846433177919e-265,"grade6_all_grade_t8_ra_basic_zkokugo_level",TRUE,"table8_cognitive_ra_basic_all_grade",6.95700128981733e-265,14
"4",0.00592577723561159,0.00591462296445322,0.997029912103396,531.256336833404,9.18885567324765e-231,178241,178241,178244,"zkokugo_level ~ relative_age + I(relative_age^2) | 0 | 0 | school_id",0.245330142237448,0.00783261953323703,2.37144791857828e-215,"grade7_all_grade_t8_ra_basic_zkokugo_level",TRUE,"table8_cognitive_ra_basic_all_grade",5.53337847668265e-215,14
"5",0.00426322466451774,0.00425224903250443,0.99786336114698,388.426348415624,4.66312499403429e-169,181445,181445,181448,"zkokugo_level ~ relative_age + I(relative_age^2) | 0 | 0 | school_id",0.20615116498679,0.00748460096091509,5.31276405858078e-167,"grade8_all_grade_t8_ra_basic_zkokugo_level",TRUE,"table8_cognitive_ra_basic_all_grade",8.26429964668121e-167,14
"6",0.00305252818648127,0.00303803598576291,0.998472569384651,210.632480588404,4.60506308539376e-92,137584,137584,137587,"zkokugo_level ~ relative_age + I(relative_age^2) | 0 | 0 | school_id",0.173243680836195,0.00787849109894085,3.63370340355125e-107,"grade9_all_grade_t8_ra_basic_zkokugo_level",TRUE,"table8_cognitive_ra_basic_all_grade",4.62471342270159e-107,14
"7",0.125811153086404,0.121072290661792,0.936229929119942,26.5488089362947,0,133189,133189,133912,"zkokugo_level ~ relative_age + I(relative_age^2) + as.factor(sex) +      as.factor(book) + as.factor(year) | as.factor(school_id) |      0 | school_id",0.345892051365776,0.00849141466561272,0,"grade4_all_grade_t8_ra_cont_zkokugo_level",TRUE,"table8_cognitive_ra_cont_all_grade",0,14
"8",0.124804257841745,0.120116716474815,0.937418703999715,26.6246733782962,0,134989,134989,135713,"zkokugo_level ~ relative_age + I(relative_age^2) + as.factor(sex) +      as.factor(book) + as.factor(year) | as.factor(school_id) |      0 | school_id",0.320049325990082,0.00869871310816638,2.41377755947153e-296,"grade5_all_grade_t8_ra_cont_zkokugo_level",TRUE,"table8_cognitive_ra_cont_all_grade",1.12642952775338e-295,14
"9",0.125991976457101,0.121384062318779,0.93724432860916,27.3425182577259,0,137325,137325,138050,"zkokugo_level ~ relative_age + I(relative_age^2) + as.factor(sex) +      as.factor(book) + as.factor(year) | as.factor(school_id) |      0 | school_id",0.276330478111779,0.00830221125338325,6.58879087570923e-243,"grade6_all_grade_t8_ra_cont_zkokugo_level",TRUE,"table8_cognitive_ra_cont_all_grade",2.30607680649823e-242,14
"10",0.10140620537356,0.0988891359208245,0.948701141621634,40.2874085430454,0,132090,132090,132461,"zkokugo_level ~ relative_age + I(relative_age^2) + as.factor(sex) +      as.factor(book) + as.factor(year) | as.factor(school_id) |      0 | school_id",0.241532260942813,0.00833913624977678,1.8862756564605e-184,"grade7_all_grade_t8_ra_cont_zkokugo_level",TRUE,"table8_cognitive_ra_cont_all_grade",4.4013098650745e-184,14
