"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","tau","name","fm_use","fm_delta"
"151","(Intercept)",0.95172477131223,NA,NA,NA,0.879147817541321,1.23761676204594,0.9,"rqboot_zkokugo_level_prime","zkokugo_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"152","relative_age",0.0675426448615195,NA,NA,NA,0.0356603742596227,0.0928824203941377,0.9,"rqboot_zkokugo_level_prime","zkokugo_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"153","I(relative_age^2)",-0.003464674244823,NA,NA,NA,-0.00915990678555494,0.00185656754253766,0.9,"rqboot_zkokugo_level_prime","zkokugo_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"154","(Intercept)",-1.25925952151238,NA,NA,NA,-1.40860745244382,-1.14787383646305,0.1,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"155","relative_age",0.0354263242088817,NA,NA,NA,0.0209817517616443,0.0820684919359786,0.1,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"156","I(relative_age^2)",-0.00095685157028294,NA,NA,NA,-0.0029290670300552,0.00217729519717906,0.1,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"157","(Intercept)",-0.193192679195328,NA,NA,NA,-0.464049386141615,0.0832696147383456,0.5,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"158","relative_age",0.0342314683649175,NA,NA,NA,0.015671358787792,0.0580889148885982,0.5,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"159","I(relative_age^2)",-0.000978164563205132,NA,NA,NA,-0.00318725470715808,0.00459737694889962,0.5,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"160","(Intercept)",0.868193369966773,NA,NA,NA,0.774991430531167,1.19378573935161,0.9,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"161","relative_age",0.040890876380587,NA,NA,NA,0.0287831079721281,0.0840361430037301,0.9,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"162","I(relative_age^2)",-0.000804813687003852,NA,NA,NA,-0.00366920540865276,0.0049136284422489,0.9,"rqboot_zmath_level_prime","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"163","(Intercept)",-1.40359664072391,NA,NA,NA,-1.52715965103,-1.20092868450771,0.1,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"164","relative_age",0.0233877038588395,NA,NA,NA,0.00771795047925931,0.0570300154964845,0.1,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"165","I(relative_age^2)",-0.000786398959671913,NA,NA,NA,-0.00287691890069623,0.00197656724334813,0.1,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"166","(Intercept)",-0.00386766108437944,NA,NA,NA,-0.0678955378103929,0.381277851018215,0.5,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"167","relative_age",0.018460507659646,NA,NA,NA,-0.0357744480853874,0.0547354650419458,0.5,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"168","I(relative_age^2)",-0.000500964805462247,NA,NA,NA,-0.00220496892162716,0.0050719375393001,0.5,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"169","(Intercept)",1.20483517011159,NA,NA,NA,0.981789491007934,1.27862019724414,0.9,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"170","relative_age",0.00060581521744544,NA,NA,NA,-0.0373196851694614,0.0271671555623949,0.9,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"171","I(relative_age^2)",0.000549532273886386,NA,NA,NA,-0.00418121444493261,0.00121298311619176,0.9,"rqboot_zstrategy_prime","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"172","(Intercept)",-1.45136719732926,NA,NA,NA,-1.95394567585923,-1.1682465393634,0.1,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"173","relative_age",-0.00126894525348493,NA,NA,NA,-0.194736676848139,0.0542830192735942,0.1,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"174","I(relative_age^2)",0.00126894525348478,NA,NA,NA,-0.00495166714781138,0.0238022689749855,0.1,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"175","(Intercept)",0.119476674575497,NA,NA,NA,-0.509004435778365,0.260062623264796,0.5,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"176","relative_age",0.0144898262565843,NA,NA,NA,-0.00281437512695906,0.06759347695041,0.5,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"177","I(relative_age^2)",-0.000645748321698771,NA,NA,NA,-0.00737664265603762,-0.000450799937631822,0.5,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"178","(Intercept)",1.16389022645171,NA,NA,NA,1.16389022645171,1.79769313486232e+308,0.9,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"179","relative_age",0.00444271853246472,NA,NA,NA,-1.79769313486232e+308,0.00444271853246472,0.9,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"180","I(relative_age^2)",-0.000261336384262626,NA,NA,NA,-0.000261336384262626,0.0135998987968736,0.9,"rqboot_zselfcontrol_prime","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"181","(Intercept)",-1.38391546997345,NA,NA,NA,-1.67640120808316,-0.905946064943109,0.1,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"182","relative_age",0.00761276928920526,NA,NA,NA,-0.28193072726429,0.162997049292161,0.1,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"183","I(relative_age^2)",0.000573956854255177,NA,NA,NA,-0.0104615599157989,0.0180147676922191,0.1,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"184","(Intercept)",-0.0707061052059183,NA,NA,NA,-0.0707061052059183,0.278936011488422,0.5,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"185","relative_age",0.030174728342731,NA,NA,NA,-0.197452048929364,0.030174728342731,0.5,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"186","I(relative_age^2)",-0.00135144046931515,NA,NA,NA,-0.00135144046931515,0.0262411709246565,0.5,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"187","(Intercept)",1.23431653341815,NA,NA,NA,1.02684385057423,1.23431653341815,0.9,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"188","relative_age",-0.0049475652675523,NA,NA,NA,-0.0285351836307654,0.147182694544458,0.9,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"189","I(relative_age^2)",0.00164918842251742,NA,NA,NA,-0.00197614907209111,0.00630562390394499,0.9,"rqboot_zselfefficacy_prime","zselfefficacy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"190","(Intercept)",-1.44185884118464,NA,NA,NA,-1.44185884118464,0.597041098705447,0.1,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"191","relative_age",0.0308636938938642,NA,NA,NA,-0.0975287067744798,0.0398768608182343,0.1,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"192","I(relative_age^2)",-0.00181551140552141,NA,NA,NA,-0.0402924219521443,0.0261967341273756,0.1,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"193","(Intercept)",0.115849944752747,NA,NA,NA,0.115849944752747,0.115849944752747,0.5,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"194","relative_age",-5.78241158658936e-19,NA,NA,NA,-5.78241159339971e-19,-5.78241157878087e-19,0.5,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"195","I(relative_age^2)",3.61400724161835e-19,NA,NA,NA,3.61400723548629e-19,3.61400725086717e-19,0.5,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"196","(Intercept)",1.19426371963248,NA,NA,NA,1.19426371963248,1.19426371963248,0.9,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"197","relative_age",-2.92695161037541e-17,NA,NA,NA,-2.92695161043888e-17,-2.92695161028547e-17,0.9,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"198","I(relative_age^2)",4.58913210462955e-18,NA,NA,NA,4.58913210422574e-18,4.58913210503402e-18,0.9,"rqboot_zdilligence_prime","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"199","(Intercept)",-1.25000154530564,NA,NA,NA,-1.27355996214152,-1.22584986394565,0.1,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"200","relative_age",0.0291533944315275,NA,NA,NA,0.0231630777969818,0.034165755047272,0.1,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"201","I(relative_age^2)",-0.00110079885533145,NA,NA,NA,-0.00154465018425065,-0.000535679272866663,0.1,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"202","(Intercept)",-0.134841297365996,NA,NA,NA,-0.153510595284678,-0.113370516245517,0.5,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"203","relative_age",0.0302480317177761,NA,NA,NA,0.0263119007208136,0.0337000161017125,0.5,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"204","I(relative_age^2)",-0.00118573744179717,NA,NA,NA,-0.00151750405482382,-0.000823004422288068,0.5,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"205","(Intercept)",1.00849709756636,NA,NA,NA,0.978950246589198,1.03738982846265,0.9,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"206","relative_age",0.0299548254487031,NA,NA,NA,0.0260324476383565,0.033858016504147,0.9,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"207","I(relative_age^2)",-0.00106628779677929,NA,NA,NA,-0.0015312560102092,-0.000673909825123836,0.9,"rqboot_zgakuryoku_junior","zgakuryoku ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"208","(Intercept)",-1.23415513323044,NA,NA,NA,-1.56146994532688,-0.873210857329862,0.1,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"209","relative_age",0.0111646527824406,NA,NA,NA,0.000887934232799959,0.0845254915858253,0.1,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"210","I(relative_age^2)",0.00023011784196996,NA,NA,NA,-0.00556089994238116,0.00183999745292928,0.1,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"211","(Intercept)",-0.152791714322741,NA,NA,NA,-0.19970367116603,0.158953096633714,0.5,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"212","relative_age",0.0273552966967663,NA,NA,NA,-0.0629162881969276,0.0763882665354909,0.5,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"213","I(relative_age^2)",-0.00113241824188694,NA,NA,NA,-0.00646996950055374,0.000580135302380597,0.5,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"214","(Intercept)",1.03678088810389,NA,NA,NA,0.965256905998331,1.35446590864628,0.9,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"215","relative_age",0.0359277494270036,NA,NA,NA,0.0114988263517644,0.0490009651603286,0.9,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"216","I(relative_age^2)",-0.00159487937154354,NA,NA,NA,-0.0121909920113668,0.00377370964738697,0.9,"rqboot_zmath_level_junior","zmath_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"217","(Intercept)",-1.20489681747587,NA,NA,NA,-1.33653488212701,-1.1085310216344,0.1,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"218","relative_age",0.010798025373757,NA,NA,NA,-0.248875444335783,0.049482646260732,0.1,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"219","I(relative_age^2)",-0.000168379014611687,NA,NA,NA,-0.00442710925477694,0.00409475128792055,0.1,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"220","(Intercept)",-0.178038981583774,NA,NA,NA,-0.237000502491626,0.559038790500767,0.5,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"221","relative_age",0.0214719154771426,NA,NA,NA,-0.0155695575716226,0.092157615726837,0.5,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"222","I(relative_age^2)",-0.000849303956216182,NA,NA,NA,-0.00992081048956718,0.00365485848584824,0.5,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"223","(Intercept)",1.14875534462083,NA,NA,NA,0.715675349957315,1.31289065128611,0.9,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"224","relative_age",0.00873323220113199,NA,NA,NA,-0.17721477431766,0.0537261936139839,0.9,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"225","I(relative_age^2)",-0.000415868200053894,NA,NA,NA,-0.00144668074021766,0.00623513175935833,0.9,"rqboot_zeng_level_junior","zeng_level ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"226","(Intercept)",-1.36021202647,NA,NA,NA,-1.47238154330443,-1.15758763985241,0.1,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"227","relative_age",0.0244009915072791,NA,NA,NA,0.00507697314352611,0.0383189251069852,0.1,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"228","I(relative_age^2)",-0.00107054670933363,NA,NA,NA,-0.00367760426546085,0.00109557032437913,0.1,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"229","(Intercept)",0.0225715083387331,NA,NA,NA,-0.112377528947566,0.425958314998358,0.5,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"230","relative_age",0.0131015277020876,NA,NA,NA,-0.0470831508962536,0.0327805051359403,0.5,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"231","I(relative_age^2)",-0.000311084482608076,NA,NA,NA,-0.00355820272345757,0.00993780038989162,0.5,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"232","(Intercept)",1.17342743543876,NA,NA,NA,0.875121524782747,1.22007909413732,0.9,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"233","relative_age",0.00843552885637537,NA,NA,NA,-0.0200346762787866,0.0512844005568441,0.9,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"234","I(relative_age^2)",-0.000419457611601353,NA,NA,NA,-0.00362022834938646,0.00337863455460645,0.9,"rqboot_zstrategy_junior","zstrategy ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"235","(Intercept)",-1.39256048374541,NA,NA,NA,-1.66498227403651,-0.873596666300551,0.1,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"236","relative_age",0.00612838160301369,NA,NA,NA,-0.146115881429133,0.122782516551722,0.1,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"237","I(relative_age^2)",-0.000360493035471395,NA,NA,NA,-0.0117955363968899,0.0067001953680043,0.1,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"238","(Intercept)",0.109058237714095,NA,NA,NA,-1.55960362693645,0.271812119881828,0.5,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"239","relative_age",0.00446762865664318,NA,NA,NA,-0.154276047682829,0.290489017693044,0.5,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"240","I(relative_age^2)",-0.000248201592035732,NA,NA,NA,-0.010974401483431,0.00537377209536039,0.5,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"241","(Intercept)",1.27259851359755,NA,NA,NA,1.27259851359755,1.35174945852755,0.9,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"242","relative_age",-0.000341987747149432,NA,NA,NA,-0.0400688698083654,0.119771879471004,0.9,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"243","I(relative_age^2)",0.00017099387357466,NA,NA,NA,-0.0112834894762347,0.00791207055679371,0.9,"rqboot_zselfcontrol_junior","zselfcontrol ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"244","(Intercept)",-1.35228514518277,NA,NA,NA,-1.69255153249721,-0.894696812530244,0.1,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"245","relative_age",0.0163688060140781,NA,NA,NA,-0.0596378195198544,0.121501540444922,0.1,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"246","I(relative_age^2)",-0.000818440300703909,NA,NA,NA,-0.00593091492268231,0.00871983073743675,0.1,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"247","(Intercept)",0.0761402312431461,NA,NA,NA,-1.04076684700096,0.824011675073694,0.5,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"248","relative_age",0.00673251516514926,NA,NA,NA,-0.00376080185484755,0.198615195248433,0.5,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"249","I(relative_age^2)",-0.00037402862028607,NA,NA,NA,-0.0146960172596247,0.0202412914798697,0.5,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"250","(Intercept)",1.16629421898956,NA,NA,NA,1.16629421898956,1.35180033247465,0.9,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"251","relative_age",0.0105746284094509,NA,NA,NA,-0.0427984842333134,0.0634778011780759,0.9,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
"252","I(relative_age^2)",-0.000556559389971098,NA,NA,NA,-0.00645299254988662,-0.000556559389971098,0.9,"rqboot_zdilligence_junior","zdilligence ~ relative_age + I(relative_age^2)","11 * relative_age  +  11 **2 * `I(relative_age^2)`"
