"","term","estimate","std.error","statistic","p.value","name"
"53","as.factor(year)2002",-0.707018944126988,0.320539089747146,-2.20571832497782,0.0274062007188237,"in_april_and_march_t35_basic_I(single_womb*100)"
"54","as.factor(year)2003",-0.754026113502929,0.290123829970089,-2.59898028224936,0.00935161204688015,"in_april_and_march_t35_basic_I(single_womb*100)"
"55","as.factor(year)2004",-1.1172581362847,0.281551642744939,-3.96821743035199,7.2467341973503e-05,"in_april_and_march_t35_basic_I(single_womb*100)"
"56","as.factor(year)2005",-0.685379221864226,0.323058914466729,-2.12153013327485,0.0338798911275496,"in_april_and_march_t35_basic_I(single_womb*100)"
"57","as.factor(year)2006",-0.832137589655802,0.295744764566421,-2.81370184481799,0.00489850564852121,"in_april_and_march_t35_basic_I(single_womb*100)"
"58","as.factor(year)2007",-0.615843025974195,0.299140488586752,-2.05870836436639,0.0395250044835275,"in_april_and_march_t35_basic_I(single_womb*100)"
"59","as.factor(year)2008",-0.864253456189849,0.309120215894085,-2.79584903138774,0.00517743450515949,"in_april_and_march_t35_basic_I(single_womb*100)"
"60","as.factor(year)2009",-0.176688824668994,0.344850383740155,-0.512363717716286,0.608397713659842,"in_april_and_march_t35_basic_I(single_womb*100)"
"61","is_apirl",-0.589940925433384,0.35496831044867,-1.66195378029018,0.0965254624330321,"in_april_and_march_t35_basic_I(firstborn*100)"
"62","as.factor(year)2001",-0.401117433303824,0.78646092732365,-0.510028431633392,0.610032771535383,"in_april_and_march_t35_basic_I(firstborn*100)"
"63","as.factor(year)2002",-0.131588859418474,0.852261667214677,-0.154399598715412,0.877295010057205,"in_april_and_march_t35_basic_I(firstborn*100)"
"64","as.factor(year)2003",-1.33051472243694,0.812069088919154,-1.63842552387732,0.101336391359828,"in_april_and_march_t35_basic_I(firstborn*100)"
"65","as.factor(year)2004",-1.80462141788642,0.795388608850767,-2.26885499465961,0.0232794601407594,"in_april_and_march_t35_basic_I(firstborn*100)"
"66","as.factor(year)2005",-1.39045877239234,0.745711909374311,-1.86460582821992,0.0622398696486759,"in_april_and_march_t35_basic_I(firstborn*100)"
"67","as.factor(year)2006",-2.49480786415124,0.725235662606,-3.43999611820882,0.000581981430634797,"in_april_and_march_t35_basic_I(firstborn*100)"
"68","as.factor(year)2007",-1.86205052274143,0.717778022570738,-2.59418715005018,0.00948299475751911,"in_april_and_march_t35_basic_I(firstborn*100)"
"69","as.factor(year)2008",-3.08349557992941,0.756681220109624,-4.07502591313512,4.60479316114594e-05,"in_april_and_march_t35_basic_I(firstborn*100)"
"70","as.factor(year)2009",-3.32693327675379,1.02729829651997,-3.23852700624928,0.00120191399960329,"in_april_and_march_t35_basic_I(firstborn*100)"
"71","is_apirl",-0.197985033332125,0.34996634294105,-0.565725925722732,0.571581493427181,"in_april_and_march_t35_basic_I(girl*100)"
"72","as.factor(year)2001",-0.56788196609639,0.762241109743575,-0.745016188233971,0.456263844298162,"in_april_and_march_t35_basic_I(girl*100)"
"73","as.factor(year)2002",-1.32903123709329,0.944525230244711,-1.40708918569487,0.159404335902696,"in_april_and_march_t35_basic_I(girl*100)"
"74","as.factor(year)2003",-0.693232825580373,1.04342933273371,-0.664379276902396,0.506449264499869,"in_april_and_march_t35_basic_I(girl*100)"
"75","as.factor(year)2004",-1.76387483615391,0.852763098121733,-2.06842303570471,0.0386030592737634,"in_april_and_march_t35_basic_I(girl*100)"
"76","as.factor(year)2005",-0.888008153924206,0.907483713828559,-0.978538942784782,0.327810423727442,"in_april_and_march_t35_basic_I(girl*100)"
"77","as.factor(year)2006",-0.831026902466132,0.927356198867428,-0.896124815341783,0.370188458804659,"in_april_and_march_t35_basic_I(girl*100)"
"78","as.factor(year)2007",-1.27386075587421,1.01907738889407,-1.2500137573032,0.211297713971698,"in_april_and_march_t35_basic_I(girl*100)"
"79","as.factor(year)2008",-1.24332947942169,0.945019063379575,-1.31566603003255,0.188289452020531,"in_april_and_march_t35_basic_I(girl*100)"
"80","as.factor(year)2009",-0.333206591909701,0.987909675587955,-0.337284470578135,0.735903237704679,"in_april_and_march_t35_basic_I(girl*100)"
"81","is_apirl",-0.00576758543416307,0.0612956242016646,-0.0940945705224818,0.925034239056855,"in_april_and_march_t35_basic_I(job1*100)"
"82","as.factor(year)2001",0.185307755324454,0.164190156845823,1.12861671420694,0.259062511290757,"in_april_and_march_t35_basic_I(job1*100)"
"83","as.factor(year)2002",0.0161180270229296,0.159541077420972,0.101027442483668,0.919528896687254,"in_april_and_march_t35_basic_I(job1*100)"
"84","as.factor(year)2003",-0.280335466274898,0.178136652087906,-1.57371019938423,0.115557914944253,"in_april_and_march_t35_basic_I(job1*100)"
"85","as.factor(year)2004",-0.34571099041523,0.165177979204219,-2.09296052706764,0.0363554210105706,"in_april_and_march_t35_basic_I(job1*100)"
"86","as.factor(year)2005",-0.285297580376717,0.156425947040875,-1.8238507471025,0.0681778947578766,"in_april_and_march_t35_basic_I(job1*100)"
"87","as.factor(year)2006",-0.14832583295864,0.169919938591361,-0.87291599907735,0.3827111523118,"in_april_and_march_t35_basic_I(job1*100)"
"88","as.factor(year)2007",-0.288653350023692,0.159525066451022,-1.80945450420681,0.0703836972157954,"in_april_and_march_t35_basic_I(job1*100)"
"89","as.factor(year)2008",-0.32023824994956,0.16054663226987,-1.99467435362491,0.0460813650611807,"in_april_and_march_t35_basic_I(job1*100)"
"90","as.factor(year)2009",-0.413852116560249,0.197728790876082,-2.09302911693631,0.0363492979287018,"in_april_and_march_t35_basic_I(job1*100)"
"91","is_apirl",-0.247219409630322,0.157026982971794,-1.57437533952192,0.115404153612503,"in_april_and_march_t35_basic_I(job2*100)"
"92","as.factor(year)2001",-1.09000905135061,0.469419259904819,-2.32203734369915,0.0202331049964605,"in_april_and_march_t35_basic_I(job2*100)"
"93","as.factor(year)2002",-1.20265309926357,0.59581608640979,-2.01849719518383,0.0435424131824467,"in_april_and_march_t35_basic_I(job2*100)"
"94","as.factor(year)2003",-0.905791125453094,0.488069234263777,-1.85586605723966,0.0634758601095198,"in_april_and_march_t35_basic_I(job2*100)"
"95","as.factor(year)2004",-1.57699488586571,0.537544963587027,-2.93369856047474,0.00335032302302435,"in_april_and_march_t35_basic_I(job2*100)"
"96","as.factor(year)2005",-1.42324508991908,0.457378036149886,-3.11174778286177,0.00186040456383952,"in_april_and_march_t35_basic_I(job2*100)"
"97","as.factor(year)2006",-1.72184309112738,0.413328220349513,-4.16580094548439,3.1054513588793e-05,"in_april_and_march_t35_basic_I(job2*100)"
"98","as.factor(year)2007",-1.59577647987226,0.454942280023513,-3.50764602443587,0.000452306511626834,"in_april_and_march_t35_basic_I(job2*100)"
"99","as.factor(year)2008",-1.38758848078082,0.46717432931483,-2.97017278927952,0.00297709405207832,"in_april_and_march_t35_basic_I(job2*100)"
"100","as.factor(year)2009",-1.30105341464181,0.578196389715809,-2.25019290639516,0.0244390641767941,"in_april_and_march_t35_basic_I(job2*100)"
"101","is_apirl",0.724272912673583,0.365292094054879,1.98272266074495,0.0474013979505746,"in_april_and_march_t35_basic_I(job3*100)"
"102","as.factor(year)2001",1.83843826662413,0.857931607663533,2.14287275372787,0.0321259429745586,"in_april_and_march_t35_basic_I(job3*100)"
"103","as.factor(year)2002",1.21673106750791,0.787824264777189,1.54441938628538,0.122490219613226,"in_april_and_march_t35_basic_I(job3*100)"
"104","as.factor(year)2003",1.52366118356142,0.801464238047325,1.90109690642422,0.0572924546568497,"in_april_and_march_t35_basic_I(job3*100)"
"105","as.factor(year)2004",2.85683445034329,0.857914350070564,3.3299762967111,0.00086887636797941,"in_april_and_march_t35_basic_I(job3*100)"
"106","as.factor(year)2005",2.70048711304476,0.709545861809654,3.8059373726137,0.00014135993190786,"in_april_and_march_t35_basic_I(job3*100)"
"107","as.factor(year)2006",2.86356367874352,0.835183255990918,3.42866509619616,0.000606824156202015,"in_april_and_march_t35_basic_I(job3*100)"
"108","as.factor(year)2007",2.43822482213978,0.877737927454939,2.77785059284106,0.00547308965942568,"in_april_and_march_t35_basic_I(job3*100)"
"109","as.factor(year)2008",2.70599462987678,0.933100814727613,2.90000242971249,0.00373248401096489,"in_april_and_march_t35_basic_I(job3*100)"
"110","as.factor(year)2009",2.55126371369941,1.2531047374134,2.03595408869463,0.0417578355528976,"in_april_and_march_t35_basic_I(job3*100)"
"111","is_apirl",-0.980057865516473,0.271934971993436,-3.60401554214266,0.000313504239305927,"in_april_and_march_t35_basic_I(job4*100)"
"112","as.factor(year)2001",-3.43806922920114,0.867455259746457,-3.9633966023862,7.39468319648154e-05,"in_april_and_march_t35_basic_I(job4*100)"
"113","as.factor(year)2002",-2.76171837578108,0.852514315747519,-3.23949794715117,0.00119782984813561,"in_april_and_march_t35_basic_I(job4*100)"
"114","as.factor(year)2003",-3.95145089903843,0.927733781000163,-4.25925085403109,2.05317325715639e-05,"in_april_and_march_t35_basic_I(job4*100)"
"115","as.factor(year)2004",-3.91187869354888,0.990158754984186,-3.95075908167005,7.79620023900947e-05,"in_april_and_march_t35_basic_I(job4*100)"
"116","as.factor(year)2005",-4.4097362120104,0.884707091259004,-4.98440247125749,6.22666244467369e-07,"in_april_and_march_t35_basic_I(job4*100)"
"117","as.factor(year)2006",-4.07034221855804,0.912697990868973,-4.45968136150129,8.21789599453484e-06,"in_april_and_march_t35_basic_I(job4*100)"
"118","as.factor(year)2007",-5.37547385422788,0.946718138707532,-5.67800872767318,1.36682366768466e-08,"in_april_and_march_t35_basic_I(job4*100)"
"119","as.factor(year)2008",-3.72829628250077,0.996420092639915,-3.74169119033221,0.000182897452524503,"in_april_and_march_t35_basic_I(job4*100)"
"120","as.factor(year)2009",-3.54648347457467,1.32825139683701,-2.67003933368335,0.0075855737255475,"in_april_and_march_t35_basic_I(job4*100)"
"121","is_apirl",0.588638193240429,0.16328983905831,3.60486725098815,0.000312478060834855,"in_april_and_march_t35_basic_I(job5*100)"
"122","as.factor(year)2001",0.498656166323043,0.550874955886434,0.905207544824099,0.365357825361035,"in_april_and_march_t35_basic_I(job5*100)"
"123","as.factor(year)2002",0.653546454472612,0.466812895780929,1.40001799517406,0.161511315168792,"in_april_and_march_t35_basic_I(job5*100)"
"124","as.factor(year)2003",0.149957793405545,0.519666098836032,0.288565665032656,0.772914426192905,"in_april_and_march_t35_basic_I(job5*100)"
"125","as.factor(year)2004",-0.217605382063882,0.537945845875248,-0.404511687807225,0.68583742901403,"in_april_and_march_t35_basic_I(job5*100)"
"126","as.factor(year)2005",-0.255414751979387,0.479859586137093,-0.532269770904227,0.594540456156819,"in_april_and_march_t35_basic_I(job5*100)"
"127","as.factor(year)2006",-0.734976016421605,0.556239960954383,-1.32132904504119,0.186394972342267,"in_april_and_march_t35_basic_I(job5*100)"
"128","as.factor(year)2007",-0.615693422214505,0.552744349324158,-1.11388460681202,0.265331615432752,"in_april_and_march_t35_basic_I(job5*100)"
"129","as.factor(year)2008",-1.39111050513825,0.590677434308287,-2.35511029258687,0.0185193047820751,"in_april_and_march_t35_basic_I(job5*100)"
"130","as.factor(year)2009",-0.682476179579438,0.540785820848089,-1.26200827253411,0.206949021538039,"in_april_and_march_t35_basic_I(job5*100)"
"131","is_apirl",-0.0964765896210493,0.0860490253897069,-1.12118166573203,0.262213480215364,"in_april_and_march_t35_basic_I(job6*100)"
"132","as.factor(year)2001",0.0952705124860895,0.180200118625624,0.528692840008722,0.597019825300053,"in_april_and_march_t35_basic_I(job6*100)"
"133","as.factor(year)2002",0.273804484778294,0.248441862181716,1.10208675129809,0.270426853031076,"in_april_and_march_t35_basic_I(job6*100)"
"134","as.factor(year)2003",0.251899066997978,0.261789608635354,0.962219502565695,0.335941893440888,"in_april_and_march_t35_basic_I(job6*100)"
"135","as.factor(year)2004",-0.00220966935979468,0.229575391844937,-0.00962502706425595,0.992320479033463,"in_april_and_march_t35_basic_I(job6*100)"
"136","as.factor(year)2005",-0.0127829365212993,0.215388110572912,-0.0593483850491931,0.952674752715982,"in_april_and_march_t35_basic_I(job6*100)"
"137","as.factor(year)2006",0.0944815292234701,0.224977847960988,0.419959254121114,0.674516204418203,"in_april_and_march_t35_basic_I(job6*100)"
"138","as.factor(year)2007",-0.0903803852787411,0.206776565905638,-0.437092012254358,0.66204564989957,"in_april_and_march_t35_basic_I(job6*100)"
"139","as.factor(year)2008",-0.0336474917446871,0.266571111033839,-0.126223324103623,0.899555425968183,"in_april_and_march_t35_basic_I(job6*100)"
"140","as.factor(year)2009",-0.0866828112508039,0.312557323525187,-0.277334123139875,0.781524185851746,"in_april_and_march_t35_basic_I(job6*100)"
"141","is_apirl",0.0166103442876634,0.188790631187813,0.0879828844427087,0.929890471865487,"in_april_and_march_t35_basic_I(job7V*100)"
"142","as.factor(year)2001",1.91040557979154,0.411951130220249,4.63745682350756,3.53208260352745e-06,"in_april_and_march_t35_basic_I(job7V*100)"
"143","as.factor(year)2002",1.80417144126021,0.502850970301397,3.58788497550046,0.000333544894300731,"in_april_and_march_t35_basic_I(job7V*100)"
"144","as.factor(year)2003",3.21205944679884,0.760258942617378,4.22495450792139,2.39219703269849e-05,"in_april_and_march_t35_basic_I(job7V*100)"
"145","as.factor(year)2004",3.19756517090757,0.75997740495949,4.20744768205051,2.58516525562617e-05,"in_april_and_march_t35_basic_I(job7V*100)"
"146","as.factor(year)2005",3.68598945775953,0.926160844851857,3.97985887467431,6.9009236832705e-05,"in_april_and_march_t35_basic_I(job7V*100)"
"147","as.factor(year)2006",3.71744195109622,0.939906832080982,3.95511749059819,7.65545235339329e-05,"in_april_and_march_t35_basic_I(job7V*100)"
"148","as.factor(year)2007",5.52775266947379,0.93897044854015,5.8870358253212,3.94547368704908e-09,"in_april_and_march_t35_basic_I(job7V*100)"
"149","as.factor(year)2008",4.15488638023542,0.994463331822374,4.17801868332492,2.94331498481399e-05,"in_april_and_march_t35_basic_I(job7V*100)"
"150","as.factor(year)2009",3.47928428290485,1.1399529254758,3.05212978987941,0.00227288854305852,"in_april_and_march_t35_basic_I(job7V*100)"
