"","r.squared","adj.r.squared","sigma","statistic","p.value","df","df.residual","obs","fm_use","name"
"1",0.154008350015368,0.125254432736862,0.85593994908752,5.35608239126757,0,21066,21066,21783,"zgakuryoku ~ is_apirl + as.factor(sex) + as.factor(book) + as.factor(year) |      as.factor(school_id) | 0 | school_id","grade4_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"2",0.15144540618189,0.123143171854701,0.852961627622176,5.35100531043236,0,21527,21527,22246,"zgakuryoku ~ is_apirl + as.factor(sex) + as.factor(book) + as.factor(year) |      as.factor(school_id) | 0 | school_id","grade5_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"3",0.143963151433773,0.115789288709185,0.860861303823151,5.10981234064619,0,21755,21755,22472,"zgakuryoku ~ is_apirl + as.factor(sex) + as.factor(book) + as.factor(year) |      as.factor(school_id) | 0 | school_id","grade6_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"4",0.11048524720994,0.0951669253092171,0.860419828436908,7.21262080311325,9.69029848161852e-314,21137,21137,21502,"zgakuryoku ~ is_apirl + as.factor(sex) + as.factor(book) + as.factor(year) |      as.factor(school_id) | 0 | school_id","grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"5",0.104097881181765,0.0885930204062159,0.876081213577701,6.71388686997604,8.75950214738439e-286,21206,21206,21574,"zgakuryoku ~ is_apirl + as.factor(sex) + as.factor(book) + as.factor(year) |      as.factor(school_id) | 0 | school_id","grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"6",0.0967601943881623,0.0815096630021803,0.882076972538772,6.34470969825368,4.4622323559789e-263,21677,21677,22044,"zgakuryoku ~ is_apirl + as.factor(sex) + as.factor(book) + as.factor(year) |      as.factor(school_id) | 0 | school_id","grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"7",0.16592235359994,0.137573374447635,0.932579135789612,5.85285109239825,0,21066,21066,21783,"zkokugo_level ~ is_apirl + as.factor(sex) + as.factor(book) +      as.factor(year) | as.factor(school_id) | 0 | school_id","grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"8",0.164078369251338,0.136200078068397,0.931233824205508,5.88552462468499,0,21529,21529,22248,"zkokugo_level ~ is_apirl + as.factor(sex) + as.factor(book) +      as.factor(year) | as.factor(school_id) | 0 | school_id","grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"9",0.158333204742036,0.130634835233156,0.938003448278534,5.71633664903182,0,21757,21757,22474,"zkokugo_level ~ is_apirl + as.factor(sex) + as.factor(book) +      as.factor(year) | as.factor(school_id) | 0 | school_id","grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"10",0.120145450685524,0.104993487022257,0.949172567265337,7.92936502196052,0,21137,21137,21502,"zkokugo_level ~ is_apirl + as.factor(sex) + as.factor(book) +      as.factor(year) | as.factor(school_id) | 0 | school_id","grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
