"","term","estimate","std.error","statistic","p.value","name"
"22","as.factor(book)5",0.796421474085887,0.02690000578205,29.6067398846928,6.77527099673122e-189,"grade6_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"23","as.factor(year)2017",-0.00290888092189921,0.0146838892124018,-0.198100168138181,0.842968544253387,"grade6_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"24","as.factor(year)2018",-0.000148801106120389,0.0154010472873739,-0.0096617524343542,0.992291245430605,"grade6_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"25","is_apirl",0.22699848937987,0.0126107895178697,18.0003392379366,6.66941961005303e-72,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"26","as.factor(sex)2",0.0957450702703084,0.0114253613956377,8.38004741861948,5.61693762442503e-17,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"27","as.factor(book)2",0.232849197482604,0.0223420658480654,10.4220083794429,2.26686978310841e-25,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"28","as.factor(book)3",0.468861927479793,0.019304466696709,24.2877430827822,1.52297870988528e-128,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"29","as.factor(book)4",0.558221033921977,0.0231863405450827,24.0754263414958,2.27039390337165e-126,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"30","as.factor(book)5",0.650143716024967,0.0251615842086563,25.8387433252831,5.78066882608262e-145,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"31","as.factor(year)2017",-0.0248080925200566,0.0147705434360162,-1.67956532049897,0.0930566987700319,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"32","as.factor(year)2018",-0.0197278425220977,0.0145764432912347,-1.35340577450473,0.175940506663864,"grade7_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"33","is_apirl",0.187104677613582,0.0120005780141278,15.5913054682292,1.67475758065593e-54,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"34","as.factor(sex)2",0.116688088259434,0.0128054213615035,9.11239739523372,8.75564123352849e-20,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"35","as.factor(book)2",0.190318020648303,0.0210756696234143,9.03022414229091,1.85607968262427e-19,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"36","as.factor(book)3",0.401402502068608,0.0210258195913773,19.0909324758604,1.42477381930959e-80,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"37","as.factor(book)4",0.45705081702989,0.0234225914737888,19.5132471802429,4.62820803054912e-84,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"38","as.factor(book)5",0.538852353720594,0.0244387528335706,22.0490938056542,1.53342025732306e-106,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"39","as.factor(year)2017",0.00291771971096424,0.0154473459687187,0.188881618685352,0.850187407949843,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"40","as.factor(year)2018",-0.0184466070505314,0.0156619076664796,-1.1778007790208,0.238889255516368,"grade8_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"41","is_apirl",0.146355064824494,0.0122078730089316,11.9885802151953,5.18711494327836e-33,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"42","as.factor(sex)2",0.0935308695886969,0.0125266984373263,7.46652200950246,8.54507728885363e-14,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"43","as.factor(book)2",0.215359599640409,0.0212974399288373,10.1119946979546,5.52513008725335e-24,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"44","as.factor(book)3",0.403381740293314,0.0188211820955527,21.4323275894892,7.43325727712554e-101,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"45","as.factor(book)4",0.465831648388919,0.0236157292094309,19.7254822943554,7.38190535230135e-86,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"46","as.factor(book)5",0.545534396997131,0.0244985310726204,22.2680451893224,1.24590189947678e-108,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"47","as.factor(year)2017",-0.0117333987760597,0.0152539957291481,-0.769201656038159,0.441781988384737,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"48","as.factor(year)2018",-0.00769059530576865,0.0167739556390228,-0.458484299784202,0.646609136006963,"grade9_in_april_and_march_by_grade_t8_basic_zgakuryoku"
"49","is_apirl",0.33528931720993,0.013046019279473,25.7005075668931,1.86833807514954e-143,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"50","as.factor(sex)2",0.303093631582094,0.0127996892719488,23.6797648085364,2.30972681334931e-122,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"51","as.factor(book)2",0.250348215145347,0.0225956220204983,11.0795009280221,1.89055254828645e-28,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"52","as.factor(book)3",0.511554461163332,0.0227100413193145,22.5254746995226,4.78285574049076e-111,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"53","as.factor(book)4",0.631560106238232,0.0256271473887801,24.6441828525456,3.16016286996147e-132,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"54","as.factor(book)5",0.61075175040842,0.0302165434387532,20.2124955703942,5.42371230653898e-90,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"55","as.factor(year)2017",-0.0227864180603232,0.0184232695449933,-1.23682813219848,0.216164683488507,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"56","as.factor(year)2018",-0.00151910760187085,0.0176900156821072,-0.0858737283883455,0.931567612158916,"grade4_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"57","is_apirl",0.323571881541946,0.012959527252787,24.967876931804,1.15989381405142e-135,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"58","as.factor(sex)2",0.31242985262136,0.0133853746977298,23.3411361038962,5.09161937234479e-119,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"59","as.factor(book)2",0.236263131399825,0.0254955666614194,9.26683193738715,2.09267616910703e-20,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"60","as.factor(book)3",0.501250426121326,0.0238950274319177,20.9771856320108,9.84141598189734e-97,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"61","as.factor(book)4",0.640782262982097,0.0281414051018243,22.770087728866,1.9832774429458e-113,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"62","as.factor(book)5",0.781671287105085,0.0291736187575266,26.7937719211958,1.35478686033971e-155,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"63","as.factor(year)2017",-0.00578385842698628,0.0176364182812991,-0.327949719423429,0.742952869129813,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"64","as.factor(year)2018",-0.0456568372921444,0.0168559742205803,-2.7086442287269,0.00676121392008341,"grade5_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"65","is_apirl",0.272048143805893,0.0129905892625445,20.9419402236266,1.98718483747145e-96,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"66","as.factor(sex)2",0.314508987204,0.0128213908140742,24.5300211002662,4.25966572192507e-131,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"67","as.factor(book)2",0.226452268256819,0.0250605351417214,9.03621039918723,1.75404584057429e-19,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"68","as.factor(book)3",0.501396794602122,0.0241558502718186,20.756743768489,8.83208028042195e-95,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"69","as.factor(book)4",0.678972985212658,0.0262763123742876,25.8397363960804,4.87899471987397e-145,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"70","as.factor(book)5",0.863466588062256,0.0293252469847747,29.4444779445696,6.81362192775057e-187,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"71","as.factor(year)2017",-0.000152076258994449,0.0167933425707249,-0.00905574684455951,0.992774741187797,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"72","as.factor(year)2018",0.00553973529383895,0.0169842025993962,0.326169878239436,0.744298967035971,"grade6_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"73","is_apirl",0.230617437268445,0.0136040800406774,16.9520788306801,4.92371775401732e-64,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"74","as.factor(sex)2",0.251639762590551,0.0130372685818796,19.3015708014409,2.66259688314826e-82,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"75","as.factor(book)2",0.233149825378957,0.0243125811894444,9.58967801741192,9.78386420306357e-22,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"76","as.factor(book)3",0.477293205726726,0.0210981030877508,22.6225648695325,5.5474496767189e-112,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"77","as.factor(book)4",0.601327876626203,0.0258447213236569,23.2669514635385,2.93184851992188e-118,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"78","as.factor(book)5",0.714048717362515,0.0273819980240338,26.0773051234529,1.41840605979723e-147,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"79","as.factor(year)2017",-0.0277354861794144,0.0163003771555067,-1.70152419878485,0.0888593046556122,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"80","as.factor(year)2018",-0.0237214945151193,0.0161592049587722,-1.46798648668924,0.142122773595722,"grade7_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"81","is_apirl",0.197652759937664,0.0130676535108438,15.1253444066028,2.04469540337658e-51,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"82","as.factor(sex)2",0.254168344810512,0.0140757625327413,18.0571634552158,2.41414041985186e-72,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"83","as.factor(book)2",0.225174931910266,0.0227583779743856,9.89415555729405,4.95061208406075e-23,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"84","as.factor(book)3",0.442223018646733,0.0220477542247133,20.0575085398514,1.15287756971826e-88,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"85","as.factor(book)4",0.508376774664281,0.0249298176050549,20.3923182559185,1.47771790382334e-91,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"86","as.factor(book)5",0.62552315664438,0.0265456892204428,23.5640201860973,3.25145854480854e-121,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"87","as.factor(year)2017",0.0016965812853093,0.0163453568858531,0.103795915693813,0.917332289226981,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"88","as.factor(year)2018",-0.0255014678654617,0.0166904402532727,-1.5279086398252,0.126550136090131,"grade8_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"89","is_apirl",0.17980790816896,0.0132227853088642,13.5983383204764,6.08871692324915e-42,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"90","as.factor(sex)2",0.235293798826486,0.0136169132289568,17.2795254600085,1.87122860584675e-66,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"91","as.factor(book)2",0.225896449020951,0.0235725518655848,9.58302903771537,1.04056136109861e-21,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"92","as.factor(book)3",0.432440794945236,0.0207928187539004,20.7976032525228,3.86402598311339e-95,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"93","as.factor(book)4",0.516494082668912,0.0260952945707628,19.7926136173068,1.99900238116829e-86,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"94","as.factor(book)5",0.621044720871726,0.0264481434949638,23.4815997950852,2.00169935176172e-120,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"95","as.factor(year)2017",-0.0184760779863751,0.0165293834827792,-1.11777175510653,0.263676874760356,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"96","as.factor(year)2018",-0.00946808871723829,0.0176018330269867,-0.537903563948258,0.590649149872074,"grade9_in_april_and_march_by_grade_t8_basic_zkokugo_level"
"97","is_apirl",0.335589003318534,0.013820481569434,24.2820050540597,1.76769437909562e-128,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"98","as.factor(sex)2",-0.046423761517114,0.0132605574024468,-3.50089065702079,0.000464664914041281,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"99","as.factor(book)2",0.239647365511269,0.0211314027333166,11.3408167236068,1.00462133798821e-29,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"100","as.factor(book)3",0.497406812059748,0.0209367657696323,23.7575763865693,3.81436730098893e-123,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"101","as.factor(book)4",0.594518348722091,0.0257827746684346,23.0587419844284,3.29801992692555e-116,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"102","as.factor(book)5",0.545579471021471,0.028311701637052,19.2704584844686,4.83489046380407e-82,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"103","as.factor(year)2017",-0.0360143267127115,0.0176017252725878,-2.04606799361871,0.0407620697544897,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"104","as.factor(year)2018",-0.0159875975513489,0.0175927946089025,-0.908758267618194,0.36348813542975,"grade4_in_april_and_march_by_grade_t8_basic_zmath_level"
"105","is_apirl",0.288177752234897,0.0131016860005811,21.9954708288776,4.68338224287203e-106,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"106","as.factor(sex)2",-0.0310676540901296,0.0131566419358958,-2.3613665433401,0.0182165792619346,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"107","as.factor(book)2",0.172718065055437,0.0271744633079745,6.35589608883837,2.11370356324216e-10,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"108","as.factor(book)3",0.422215899553242,0.026102422914307,16.1753527992155,1.66600834024162e-58,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"109","as.factor(book)4",0.519880875334102,0.0294808314016683,17.6345391434477,4.09795330385931e-69,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"110","as.factor(book)5",0.609159660604604,0.0326039409978324,18.6836205060334,2.75072046130131e-77,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"111","as.factor(year)2017",0.00948043490824403,0.0178479015997013,0.531179245654442,0.595300053425983,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"112","as.factor(year)2018",-0.0221243533123726,0.0172051432272125,-1.28591509063288,0.198486526582954,"grade5_in_april_and_march_by_grade_t8_basic_zmath_level"
"113","is_apirl",0.231789742869417,0.0141438062327366,16.388073977776,5.3262316972835e-60,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"114","as.factor(sex)2",-0.0504346017833907,0.0136039605187955,-3.70734696809133,0.000209961549057149,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"115","as.factor(book)2",0.203028620112626,0.0250324979005064,8.11060170341683,5.30112784920788e-16,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"116","as.factor(book)3",0.448412290352714,0.0228723921458601,19.6049581300081,7.57343503206018e-85,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"117","as.factor(book)4",0.597640357036601,0.0267449327420896,22.3459285839246,2.24791766564627e-109,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"118","as.factor(book)5",0.730222398267351,0.0297634154244515,24.5342272670579,3.84995068051952e-131,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"119","as.factor(year)2017",-0.00569735370363614,0.0169032842848644,-0.337056018677843,0.736077922157639,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"120","as.factor(year)2018",-0.00567533087663083,0.0177522865635544,-0.319695767433269,0.749202037829655,"grade6_in_april_and_march_by_grade_t8_basic_zmath_level"
"121","is_apirl",0.223395236064505,0.0145846813978145,15.3171145787237,1.12766535622611e-52,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"122","as.factor(sex)2",-0.0601933538944366,0.0127366788139132,-4.72598506831178,2.30476210017298e-06,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"123","as.factor(book)2",0.232686423375628,0.0248874336927918,9.34955472902058,9.6515976156199e-21,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"124","as.factor(book)3",0.460545100841662,0.0215174833552742,21.4032976458084,1.45312663299654e-100,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"125","as.factor(book)4",0.515224184487835,0.0249621819254721,20.640190269669,1.00428484732963e-93,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"126","as.factor(book)5",0.586350793576732,0.0279164774920897,21.0037528460701,5.92776345701503e-97,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"127","as.factor(year)2017",-0.0218493952739302,0.0166258767825351,-1.3141800315086,0.188799886471675,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"128","as.factor(year)2018",-0.015686249738353,0.0163480375786322,-0.959518820708837,0.337308417236871,"grade7_in_april_and_march_by_grade_t8_basic_zmath_level"
"129","is_apirl",0.176732697235295,0.013281966642342,13.3062145083156,3.08856931360161e-40,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"130","as.factor(sex)2",-0.0207939730899118,0.0138911468947739,-1.4969226981348,0.134428252018396,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"131","as.factor(book)2",0.155188040589409,0.0237368393684075,6.53785612232588,6.38270175590544e-11,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"132","as.factor(book)3",0.360223150555684,0.024184197772109,14.8949803483298,6.35384064417844e-50,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"133","as.factor(book)4",0.405149275397756,0.0259990663980691,15.583223997145,1.89747240642398e-54,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"134","as.factor(book)5",0.45069123990527,0.0270826500725634,16.6413271484776,8.62524808002537e-62,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"135","as.factor(year)2017",0.00366632036048811,0.0188226731258858,0.194782129826502,0.84556537809717,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"136","as.factor(year)2018",-0.012159027726823,0.0191403692855296,-0.635255649744201,0.525268546122946,"grade8_in_april_and_march_by_grade_t8_basic_zmath_level"
"137","is_apirl",0.11229651124927,0.0133711923165424,8.39839175077458,4.80070083280453e-17,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"138","as.factor(sex)2",-0.0490203997626409,0.0138175673676893,-3.5476866845078,0.000389450659665643,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"139","as.factor(book)2",0.205705795813654,0.0222085442573946,9.26246193489972,2.17843565048849e-20,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"140","as.factor(book)3",0.374922371868754,0.0202354898301814,18.5279612707746,4.75007412928179e-76,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"141","as.factor(book)4",0.41583373006363,0.0245872587836861,16.9125697875495,9.32059745483298e-64,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"142","as.factor(book)5",0.470563373197054,0.0261932392362665,17.9650698774791,1.2103327289899e-71,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"143","as.factor(year)2017",-0.00490746652581704,0.0170488128633292,-0.287847990658203,0.77346585095913,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"144","as.factor(year)2018",-0.00594012219448666,0.01911399855237,-0.310773393552974,0.755975884790719,"grade9_in_april_and_march_by_grade_t8_basic_zmath_level"
"145","is_apirl",0.143802246033374,0.0125464457339579,11.4615923172697,2.52664271621138e-30,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"146","as.factor(sex)2",0.205354822029712,0.0149211329617078,13.7626829381331,6.53571899450872e-43,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"147","as.factor(book)2",0.215228419913061,0.0233961050264298,9.19932696788312,3.92614410673867e-20,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"148","as.factor(book)3",0.367101627191215,0.0222216347536595,16.5200099479972,6.32901547587893e-61,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"149","as.factor(book)4",0.413826627806772,0.0240587918776426,17.2006404108484,7.34991209513734e-66,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"150","as.factor(book)5",0.473745126331781,0.025596774907741,18.5080006383348,7.04885338968269e-76,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"151","as.factor(year)2017",0.0105435033519886,0.017938788018778,0.587748923781912,0.556707089019798,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"152","as.factor(year)2018",-0.0104978604435596,0.0186608757972124,-0.562559901134321,0.573740549148521,"grade8_in_april_and_march_by_grade_t8_basic_zeng_level"
"153","is_apirl",0.103032704954675,0.0135059082411517,7.62871353151511,2.46859285221011e-14,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"154","as.factor(sex)2",0.188984944720098,0.0132990139614305,14.2104478774283,1.26498313288338e-45,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"155","as.factor(book)2",0.17426904823445,0.0224019251144462,7.77919966003594,7.62313034792657e-15,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"156","as.factor(book)3",0.336593538087045,0.0196517381864471,17.1279270512151,2.47234326565483e-65,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"157","as.factor(book)4",0.396019471880387,0.023864944226994,16.5941922224332,1.8380688802834e-61,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"158","as.factor(book)5",0.463956712568052,0.0264241890800025,17.5580303018331,1.53941713831365e-68,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"159","as.factor(year)2017",-0.00972796776391164,0.01877304860032,-0.518187960358545,0.604332420426984,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"160","as.factor(year)2018",0.00221941302525523,0.0181164753682039,0.122507992318997,0.902497851865382,"grade9_in_april_and_march_by_grade_t8_basic_zeng_level"
"161","is_apirl",0.10990736336796,0.0149490049081773,7.35215247055271,2.03213065782875e-13,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"162","as.factor(sex)2",0.201315363298887,0.0154919366736891,12.994848064464,1.93170854571705e-38,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"163","as.factor(book)2",0.25539332974139,0.0287528439443688,8.88236760981027,7.13589511827585e-19,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"164","as.factor(book)3",0.307330677470975,0.0284580068118643,10.7994449331162,4.17521984056963e-27,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"165","as.factor(book)4",0.352045762355787,0.0317106307045045,11.1018215196136,1.51433139035218e-28,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"166","as.factor(book)5",0.394720915835997,0.0367116651336008,10.7519207968239,6.97527998571147e-27,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"167","as.factor(year)2017",0.00441959289071576,0.0204812848373825,0.215786896467018,0.829156253124244,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"168","as.factor(year)2018",0.0228405480247618,0.0198804703395917,1.14889374519853,0.250614721872427,"grade4_in_april_and_march_by_grade_t8_basic_zstrategy"
"169","is_apirl",0.10078962396242,0.013885748807279,7.25849396826086,4.05930726011471e-13,"grade5_in_april_and_march_by_grade_t8_basic_zstrategy"
"170","as.factor(sex)2",0.246636267213779,0.0149483303703879,16.4992518296462,9.47402415272959e-61,"grade5_in_april_and_march_by_grade_t8_basic_zstrategy"
"171","as.factor(book)2",0.296242674026575,0.0292190806677553,10.1386719655931,4.26275559944775e-24,"grade5_in_april_and_march_by_grade_t8_basic_zstrategy"
"172","as.factor(book)3",0.404799478872127,0.0285540385480995,14.1766103659992,2.13556014469273e-45,"grade5_in_april_and_march_by_grade_t8_basic_zstrategy"
"173","as.factor(book)4",0.521804890480417,0.0307906997268442,16.9468344373315,5.75273990928642e-64,"grade5_in_april_and_march_by_grade_t8_basic_zstrategy"
"174","as.factor(book)5",0.513274696649228,0.0336593231106333,15.2491092872595,3.31050422141314e-52,"grade5_in_april_and_march_by_grade_t8_basic_zstrategy"
