"","term","estimate","std.error","statistic","p.value","name","is_adopt","tag_adopt","num_p_adjust","p_value_adjust","p_value_adjust_num"
"154","(Intercept)",3029.23025375137,2.62087369824204,1155.80932258706,0,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"155","relative_age",0.332033418812624,0.648799967477443,0.511765467719707,0.608815359512195,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"156","I(relative_age^2)",-0.0086840952629795,0.0560540116748549,-0.154923706680481,0.876881518957608,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"157","as.factor(year)2001",-2.73420738071806,2.59874189605399,-1.05212733317986,0.292741579619597,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"158","as.factor(year)2002",-7.46156981767807,2.60540404138179,-2.86388203102686,0.00418499117347017,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"159","as.factor(year)2003",-10.4188400817824,2.61809173897419,-3.9795550043883,6.90529264644182e-05,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"160","as.factor(year)2004",-17.3166431030421,2.62978214448143,-6.58482039638946,4.55828778738079e-11,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"161","as.factor(year)2005",-19.9416503990548,2.65219096058475,-7.51893460743042,5.53046480132528e-14,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"162","as.factor(year)2006",-24.2029186878826,2.63667716422198,-9.17932578788966,4.35184828631486e-20,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"163","as.factor(year)2007",-23.7255283221652,2.63946584469223,-8.98876125632596,2.50767669695471e-19,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"164","as.factor(year)2008",-23.9997658588602,2.64144646687786,-9.08584223068791,1.03214577052174e-19,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"165","as.factor(year)2009",-15.9870506774516,4.29314833257068,-3.72385238967011,0.00019622456902246,"all_no_live_gram",TRUE,"table14_parametroric_no_live",NA,NA,NA
"166","(Intercept)",3029.42689705255,2.29300451851008,1321.16045677092,0,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"167","relative_age",0.235249047410954,0.175107886219425,1.34345204256631,0.179126180210247,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"168","as.factor(year)2001",-2.76154427221362,2.59274216710454,-1.06510562725857,0.286828584612466,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"169","as.factor(year)2002",-7.49039702458524,2.59874878980295,-2.88230899961408,0.00394787145831755,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"170","as.factor(year)2003",-10.447183729823,2.61168932331306,-4.00016327997628,6.33067799513665e-05,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"171","as.factor(year)2004",-17.3453879788946,2.62322634357993,-6.61223459475603,3.78893611052764e-11,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"172","as.factor(year)2005",-19.9706601076604,2.64557021140143,-7.54871672715177,4.40216555134128e-14,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"173","as.factor(year)2006",-24.2317435281771,2.63010207515152,-9.21323311255176,3.17472694092858e-20,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"174","as.factor(year)2007",-23.7536620895295,2.63320914254875,-9.02080343931124,1.87271610667841e-19,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"175","as.factor(year)2008",-24.0283505691088,2.63499226275958,-9.11894539832322,7.60949981324446e-20,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"176","as.factor(year)2009",-16.1003469445723,4.23040033040654,-3.8058684018269,0.000141322278663977,"all_no_live_liner_gram",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"177","relative_age",-0.0046597513795413,0.00419353121694548,-1.11117603243583,0.266493054627665,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"178","I(relative_age^2)",0.00040370856582382,0.000365259573357927,1.10526484525079,0.269045312845019,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"179","as.factor(year)2001",-0.00263450262255125,0.0209413811862492,-0.125803670690124,0.899887380466489,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"180","as.factor(year)2002",-0.0249323948797809,0.0221784573654296,-1.12417173426336,0.260940651834083,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"181","as.factor(year)2003",-0.0414547050795332,0.0260036307232664,-1.59418911615454,0.110894238280984,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"182","as.factor(year)2004",-0.0535137653097557,0.0209419787025397,-2.55533472122507,0.0106088302509799,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"183","as.factor(year)2005",-0.0803223970850308,0.0199044831770633,-4.03539224658642,5.45182600161032e-05,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"184","as.factor(year)2006",-0.0966753621268169,0.0213698769564085,-4.52390822483539,6.07202880093489e-06,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"185","as.factor(year)2007",-0.229134743751799,0.0191357198185059,-11.9741899403337,4.89610493526916e-33,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"186","as.factor(year)2008",-0.242904946090079,0.0184107139333123,-13.193673367037,9.67117220901402e-40,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"187","as.factor(year)2009",-0.21693960272593,0.0260515256116537,-8.32732815574093,8.28669785337401e-17,"all_ols_pregnant_week",TRUE,"table14_parametroric",NA,NA,NA
"188","relative_age",-0.000158324799866621,0.000827226790394425,-0.191392253859587,0.848218356627976,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"189","as.factor(year)2001",-0.00115202649995069,0.0208799971466503,-0.055173690487573,0.9560001082975,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"190","as.factor(year)2002",-0.0232791583725949,0.0221343815353789,-1.05171939570059,0.292928755687149,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"191","as.factor(year)2003",-0.0398374966031084,0.0260795061708301,-1.52754029705005,0.126627269983205,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"192","as.factor(year)2004",-0.0518808990313872,0.0207061488043566,-2.50557935816974,0.0122253727656929,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"193","as.factor(year)2005",-0.078668076601816,0.0196550546890356,-4.00243488743384,6.27018490118772e-05,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"194","as.factor(year)2006",-0.0950176944222553,0.0211275131473405,-4.49734399688284,6.88211672895298e-06,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"195","as.factor(year)2007",-0.227510097253354,0.0190118532590144,-11.9667501191911,5.35531054387884e-33,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"196","as.factor(year)2008",-0.241258993867402,0.0180795273812089,-13.3443197258661,1.29643307058496e-40,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"197","as.factor(year)2009",-0.211346147444487,0.0256728103766154,-8.23229495891091,1.84041745641324e-16,"all_ols_liner_pregnant_week",FALSE,NA,NA,NA,NA
"198","(Intercept)",38.9885184598416,0.016517827279814,2360.39024984165,0,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"199","relative_age",-0.00406871593005766,0.00408941170587896,-0.994939180178032,0.319766268168837,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"200","I(relative_age^2)",0.000346839638800136,0.000353303692950131,0.981703972307735,0.326246124721529,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"201","as.factor(year)2001",0.00367135519313856,0.016376775697771,0.224180587246992,0.822616868588556,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"202","as.factor(year)2002",-0.0143332660777773,0.016419227996676,-0.872956151207536,0.382687346370636,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"203","as.factor(year)2003",-0.0295352721264911,0.0164984883891029,-1.79018049592948,0.0734254302986905,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"204","as.factor(year)2004",-0.0456921206207381,0.0165727033585619,-2.75707104822656,0.00583235337723349,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"205","as.factor(year)2005",-0.0754500536046374,0.0167138958488861,-4.51421106645617,6.35655973615746e-06,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"206","as.factor(year)2006",-0.0920948419420037,0.0166157630068706,-5.5426188917068,2.98112291826694e-08,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"207","as.factor(year)2007",-0.22713251363382,0.0166382806308116,-13.6512010269381,2.0165980042396e-42,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"208","as.factor(year)2008",-0.240785886882319,0.0166520233635172,-14.4598576176548,2.21493722755083e-47,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"209","as.factor(year)2009",-0.214038627814316,0.0270745850608924,-7.90551830555965,2.67293246783444e-15,"all_no_live_pregnant_week",TRUE,"table14_parametroric_no_live",NA,NA,NA
"210","(Intercept)",38.9806642866096,0.0144509439047896,2697.44762303658,0,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"211","relative_age",-0.000203096971294346,0.00110367646101895,-0.1840185765191,0.853998947309071,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"212","as.factor(year)2001",0.0047628799906448,0.0163389876002907,0.291503984650804,0.770666002950255,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"213","as.factor(year)2002",-0.0131815192258345,0.0163772587636336,-0.804867250134964,0.420896624759407,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"214","as.factor(year)2003",-0.0284035447867795,0.0164581623951265,-1.72580292409742,0.0843834157635491,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"215","as.factor(year)2004",-0.0445445312613422,0.0165314237743086,-2.69453689346278,0.0070488588522514,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"216","as.factor(year)2005",-0.0742912697429192,0.0166721624125345,-4.45600683970457,8.35162439127891e-06,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"217","as.factor(year)2006",-0.0909434482523585,0.0165743168931461,-5.48701034490091,4.08966478644784e-08,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"218","as.factor(year)2007",-0.226009012620426,0.0165988741352434,-13.6159242355211,3.26991156482613e-42,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"219","as.factor(year)2008",-0.239644520533633,0.0166113857762462,-14.4265218905648,3.59235381610318e-47,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"220","as.factor(year)2009",-0.20951353821796,0.0266793238989166,-7.85303027212274,4.0680364587577e-15,"all_no_live_liner_pregnant_week",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"221","relative_age",-0.00747621759428753,0.0281417448435872,-0.265662901708497,0.790498933170804,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"222","I(relative_age^2)",4.81726608733685e-05,0.00234485440406404,0.0205439880573723,0.983609429267819,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"223","as.factor(year)2001",0.0990412668556111,0.116972871679259,0.846702875921377,0.397161110883677,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"224","as.factor(year)2002",-0.113686771875855,0.107534318856961,-1.05721385585822,0.290414445752663,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"225","as.factor(year)2003",-0.17605758808082,0.136747542201038,-1.28746436862456,0.197933004050079,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"226","as.factor(year)2004",-0.363932462518891,0.126691030349012,-2.87259849032975,0.00407126180535263,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"227","as.factor(year)2005",-0.37927894814271,0.11933982476041,-3.1781423251137,0.00148229884635702,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"228","as.factor(year)2006",-0.345826984780905,0.113469696899299,-3.04774749762323,0.00230574127708613,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"229","as.factor(year)2007",-0.220956169014723,0.127085879412865,-1.7386366607804,0.0820992337689556,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"230","as.factor(year)2008",-0.202172925422371,0.107634823926511,-1.87832262874706,0.0603375528840392,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"231","as.factor(year)2009",0.0680036147633732,0.170598186727203,0.398618625836365,0.690174384664076,"all_ols_I(single_womb*100)",TRUE,"table14_parametroric",NA,NA,NA
"232","relative_age",-0.00693909207362134,0.00740990175353292,-0.936462088760205,0.34903572001828,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"233","as.factor(year)2001",0.099218150575668,0.116042795934876,0.855013443758712,0.39254406471395,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"234","as.factor(year)2002",-0.113489512369286,0.106007656428159,-1.07057844870099,0.28435947145363,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"235","as.factor(year)2003",-0.175864630112609,0.13526232030842,-1.30017457715947,0.193541667719755,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"236","as.factor(year)2004",-0.363737637342225,0.12670242245202,-2.87080254901966,0.00409446255064848,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"237","as.factor(year)2005",-0.379081561185756,0.118605630389415,-3.19615148067698,0.00139281562187205,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"238","as.factor(year)2006",-0.345629201773933,0.114804326500897,-3.01059387140112,0.00260748751331178,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"239","as.factor(year)2007",-0.220762384664435,0.127159293016483,-1.73610893413679,0.0825451154339974,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"240","as.factor(year)2008",-0.201976478012697,0.107407742736203,-1.88046478649829,0.0600452707317175,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"241","as.factor(year)2009",0.0686711464715829,0.167412892733355,0.410190310616984,0.681666502306153,"all_ols_liner_I(single_womb*100)",FALSE,NA,NA,NA,NA
"242","(Intercept)",98.1776943868713,0.0849054594179223,1156.3178040604,0,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"243","relative_age",-0.00755630900229939,0.0210185210766946,-0.359507168688375,0.719215849138858,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"244","I(relative_age^2)",2.55164577328154e-05,0.0018159157660092,0.0140515646212447,0.98878884738678,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"245","as.factor(year)2001",0.110569257915803,0.0841875313170899,1.31336857354026,0.189059310489959,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"246","as.factor(year)2002",-0.0964999897591631,0.0844057514326726,-1.1432868983595,0.252919973073128,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"247","as.factor(year)2003",-0.185172825600446,0.0848132138622045,-2.18330160087195,0.0290140131692992,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"248","as.factor(year)2004",-0.380683143546441,0.0851947196753506,-4.46838894472687,7.88260484965624e-06,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"249","as.factor(year)2005",-0.39006883538944,0.0859205462636495,-4.53987843830163,5.62981583660995e-06,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"250","as.factor(year)2006",-0.351525001512426,0.0854160784193738,-4.11544299407563,3.86490752050432e-05,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"251","as.factor(year)2007",-0.226586772152116,0.085507661071867,-2.6499002465016,0.00805177617293865,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"252","as.factor(year)2008",-0.206390786145582,0.0855740768907373,-2.41183771586699,0.0158726585349287,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"253","as.factor(year)2009",0.0634662865499388,0.139086696531903,0.456307383326061,0.64816912922152,"all_no_live_I(single_womb*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"254","(Intercept)",98.1771165989596,0.0742842222967325,1321.64157560654,0,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"255","relative_age",-0.00727192590322331,0.00567272639890498,-1.2819102124557,0.199874666484616,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"256","as.factor(year)2001",0.110649553327296,0.0839932995993364,1.31736166878923,0.187717952574528,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"257","as.factor(year)2002",-0.0964152640189474,0.0841900350386361,-1.1452099286418,0.252122687330093,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"258","as.factor(year)2003",-0.185089572526229,0.0846059402593396,-2.1876663974052,0.0286943161528411,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"259","as.factor(year)2004",-0.380598723715434,0.084982546514747,-4.47855164765377,7.51657500342936e-06,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"260","as.factor(year)2005",-0.389983591972268,0.085706040090756,-4.55024630188615,5.35941894020715e-06,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"261","as.factor(year)2006",-0.351440301736532,0.0852030489829076,-4.12473856196195,3.71208665925774e-05,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"262","as.factor(year)2007",-0.226504157081117,0.0853052151991163,-2.65522051087286,0.0079258783226522,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"263","as.factor(year)2008",-0.206306793607547,0.0853649807204948,-2.41676143854638,0.0156595883071728,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"264","as.factor(year)2009",0.063799242290013,0.137053310685777,0.46550675770457,0.641568776563057,"all_no_live_liner_I(single_womb*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"265","relative_age",-0.318770624708229,0.0794519927600195,-4.01211616769713,6.01845462550602e-05,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"266","I(relative_age^2)",0.0206539518340802,0.00685225453050256,3.01418339644855,0.00257683320452045,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"267","as.factor(year)2001",0.370859437444958,0.323429757170921,1.1466460003214,0.251528438044527,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"268","as.factor(year)2002",0.879117559675645,0.350857813877713,2.50562343178154,0.0122238490907582,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"269","as.factor(year)2003",-0.297337310027998,0.347814490895026,-0.854873266674036,0.392621671141513,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"270","as.factor(year)2004",-0.64326753324606,0.349211207877858,-1.84205867032496,0.0654670876352884,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"271","as.factor(year)2005",-0.609536010280406,0.324550216200791,-1.87809460556114,0.0603687343565911,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"272","as.factor(year)2006",-0.961127851951387,0.329719489995684,-2.91498646914675,0.00355717806376939,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"273","as.factor(year)2007",-1.78639975105581,0.402283449802401,-4.44064937777898,8.97046476190989e-06,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"274","as.factor(year)2008",-1.94146792958522,0.4423918932926,-4.38857031293094,1.14118708056501e-05,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"275","as.factor(year)2009",-1.85756072240627,0.597372894401907,-3.1095497298485,0.00187381971416701,"all_ols_I(firstborn*100)",TRUE,"table14_parametroric",NA,NA,NA
"276","relative_age",-0.0884789108696106,0.0236387043143085,-3.74296787561468,0.000181877331328631,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"277","as.factor(year)2001",0.446698051464861,0.317007060205307,1.4091107345545,0.158802972853152,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"278","as.factor(year)2002",0.963692259798557,0.350512471490645,2.74938080148819,0.00597098558062277,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"279","as.factor(year)2003",-0.214606887643831,0.345221282507738,-0.621650224125509,0.534172137090194,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"280","as.factor(year)2004",-0.559736548202509,0.349870939447356,-1.5998372116491,0.109635255692985,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"281","as.factor(year)2005",-0.524906666007446,0.326277459494623,-1.60877391536787,0.107666340489984,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"282","as.factor(year)2006",-0.87632870186221,0.329214655980439,-2.66187633491711,0.00777086011967618,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"283","as.factor(year)2007",-1.70331501866835,0.398415526340603,-4.27522249023046,1.90977500781223e-05,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"284","as.factor(year)2008",-1.85724141471624,0.436628692933776,-4.25359451811823,2.1039957242107e-05,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"285","as.factor(year)2009",-1.57135756279002,0.589003137349618,-2.66782545481978,0.00763460670092622,"all_ols_liner_I(firstborn*100)",FALSE,NA,NA,NA,NA
"286","(Intercept)",50.4706989858182,0.299602710421936,168.458752975697,0,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"287","relative_age",-0.305046759844918,0.0741672670616164,-4.11295672512096,3.90678346422199e-05,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"288","I(relative_age^2)",0.0192754147951572,0.00640775386087178,3.00813907863414,0.00262864283752766,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"289","as.factor(year)2001",0.415976774644283,0.297069384457127,1.40026807341474,0.161433601962391,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"290","as.factor(year)2002",0.959394825539969,0.297839409595032,3.2211815986489,0.00127670387845188,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"291","as.factor(year)2003",-0.105314708346714,0.299277206988978,-0.351896856450524,0.724915746894039,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"292","as.factor(year)2004",-0.381436305667069,0.300623412244139,-1.26881769726338,0.20450660986366,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"293","as.factor(year)2005",-0.336677593244667,0.303184609305453,-1.11047059418993,0.266796761194248,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"294","as.factor(year)2006",-0.626582055320075,0.301404512542514,-2.07887416825485,0.0376293636886626,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"295","as.factor(year)2007",-1.45695405636508,0.301727676813724,-4.82870538013172,1.37459091088342e-06,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"296","as.factor(year)2008",-1.59803615702408,0.301962035822966,-5.29217572887531,1.20914183942205e-07,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"297","as.factor(year)2009",-1.51042977685385,0.490790009856486,-3.07754792583395,0.00208721173017826,"all_no_live_I(firstborn*100)",TRUE,"table14_parametroric_no_live",NA,NA,NA
"298","(Intercept)",50.0342315977067,0.262126030018435,190.87853119428,0,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"299","relative_age",-0.0902206169366029,0.0200172957911029,-4.50713312517983,6.5722454907657e-06,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"300","as.factor(year)2001",0.476632817848858,0.296386358925259,1.6081469456867,0.107803553407669,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"301","as.factor(year)2002",1.02339758813269,0.297080577402254,3.44484852251714,0.000571420592889125,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"302","as.factor(year)2003",-0.042424413960684,0.29854817820625,-0.142102404427922,0.886999169218692,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"303","as.factor(year)2004",-0.317664630278517,0.299877105124482,-1.05931604930844,0.289456317054633,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"304","as.factor(year)2005",-0.272283771745751,0.302430090037827,-0.900319712604307,0.367950513942921,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"305","as.factor(year)2006",-0.562598906463534,0.300655190090592,-1.87124295540687,0.0613119252018453,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"306","as.factor(year)2007",-1.39454571667693,0.301015703047836,-4.63280055677135,3.60831619512846e-06,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"307","as.factor(year)2008",-1.53458726347955,0.301226597075754,-5.09446137352083,3.49845315323695e-07,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"308","as.factor(year)2009",-1.25891132293835,0.483618716333066,-2.60310711811109,0.00923854768594885,"all_no_live_liner_I(firstborn*100)",TRUE,"table14_parametroric_no_live_liner",NA,NA,NA
"309","relative_age",0.0568795662852172,0.0705141741367868,0.806640182367866,0.41987415287605,"all_ols_I(girl*100)",TRUE,"table14_parametroric",NA,NA,NA
"310","I(relative_age^2)",-0.007745880254663,0.00641038785634229,-1.20833254215646,0.226919877348376,"all_ols_I(girl*100)",TRUE,"table14_parametroric",NA,NA,NA
