"","r.squared","adj.r.squared","sigma","statistic","p.value","df","df.residual","obs","fm_use","delta_est","delta_se","delta_pvalue","name","is_adopt","tag_adopt","num_p_adjust","p_value_adjust","p_value_adjust_num"
"1",0.0124009560398221,0.0121960090217671,5.5280019982201,60.508106717105,0,558981,558981,559098,"age_father ~ 1 + relative_age + I(relative_age^2) + as.factor(year) |      lived_city | 0 | lived_city",-0.124696930444984,0.0234223605200148,1.01598549741808e-07,"all_ols_age_father",TRUE,"table14_parametroric",NA,1.52397824612711e-06,15
"2",0.0057459237763438,0.00572636185771502,5.54607534783957,293.730072463646,0,559086,559086,559098,"age_father ~ 1 + relative_age + I(relative_age^2) + as.factor(year) |      0 | 0 | 0",-0.125917194554075,0.0246966699770134,3.42266021301353e-07,"all_no_live_age_father",TRUE,"table14_parametroric_no_live",NA,2.56699515976015e-06,15
"3",0.00573499868209779,0.00571721495610678,5.54610085856765,322.485776319991,0,559087,559087,559098,"age_father ~ 1 + relative_age + as.factor(year) | 0 | 0 | 0",-0.128783607744781,0.0246696914534618,1.78617203725095e-07,"all_no_live_liner_age_father",TRUE,"table14_parametroric_no_live_liner",NA,1.33962902793821e-06,15
"4",0.0200117023059227,0.0198122184948158,4.67328595032987,100.317425233158,0,569864,569864,569981,"age_mother ~ 1 + relative_age + I(relative_age^2) + as.factor(year) |      lived_city | 0 | lived_city",-0.107348680209034,0.0208538679415443,2.63752070012129e-07,"all_ols_age_mother",TRUE,"table14_parametroric",NA,1.97814052509096e-06,15
"5",0.0100240730403018,0.010004967202622,4.69660700037127,524.660222088262,0,569969,569969,569981,"age_mother ~ 1 + relative_age + I(relative_age^2) + as.factor(year) |      0 | 0 | 0",-0.109252549991755,0.0207103253796832,1.32561057353967e-07,"all_no_live_age_mother",TRUE,"table14_parametroric_no_live",NA,1.9884158603095e-06,15
"6",0.00997258363030137,0.00995521381405895,4.69672501569937,574.132937914551,0,569970,569970,569981,"age_mother ~ 1 + relative_age + as.factor(year) | 0 | 0 | 0",-0.114483962933383,0.0206885449369825,3.13565673515699e-08,"all_no_live_liner_age_mother",TRUE,"table14_parametroric_no_live_liner",NA,4.70348510273548e-07,15
"7",0.00861130105045641,0.00840949731224749,13.6283501003519,42.6716627099482,0,569866,569866,569983,"I(no_legitimate * 100) ~ 1 + relative_age + I(relative_age^2) +      as.factor(year) | lived_city | 0 | lived_city",-0.058837981484441,0.0715856195898005,0.411119813285313,"all_ols_I(no_legitimate*100)",TRUE,"table14_parametroric",NA,0.560617927207246,15
"8",0.000107270920531145,8.79737632725197e-05,13.6854158422577,5.55889756679162,5.67751464802642e-09,569971,569971,569983,"I(no_legitimate * 100) ~ 1 + relative_age + I(relative_age^2) +      as.factor(year) | 0 | 0 | 0",-0.065440761567604,0.0603476750119291,0.278189372726763,"all_no_live_I(no_legitimate*100)",TRUE,"table14_parametroric_no_live",NA,0.347736715908454,15
"9",0.000105321985356151,8.77791117058768e-05,13.6854171743187,6.0036905843534,3.57074776961389e-09,569972,569972,569983,"I(no_legitimate * 100) ~ 1 + relative_age + as.factor(year) |      0 | 0 | 0",-0.0624897694551627,0.0602827004322851,0.299916727817646,"all_no_live_liner_I(no_legitimate*100)",TRUE,"table14_parametroric_no_live_liner",NA,0.374895909772057,15
"10",0.0016197633296734,0.00141637652515769,436.883399041689,7.9639548570018,7.06792250262765e-126,569418,569418,569535,"gram ~ 1 + relative_age + I(relative_age^2) + as.factor(year) |      lived_city | 0 | lived_city",2.3828005697644,1.90930596520647,0.212033603362729,"all_ols_gram",TRUE,"table14_parametroric",NA,0.397563006305117,15
