"","data_name","no_have_data","fm_use_str","name","obs","r.squared","adj.r.squared","sigma","statistic","p.value","df","df.residual"
"31","grade_9",FALSE,"execution ~ zkokugo_level | 0 | 0 | 0","grade_9_t0_corr_execution_zkokugo_level",136953,0.0312196681519542,0.0312125942325827,3.47978256683705,4413.34803414331,0,136951,136951
"32","grade_7",FALSE,"execution ~ zkokugo_level | 0 | 0 | 0","grade_7_t0_corr_execution_zkokugo_level",131723,0.0213018822792582,0.0212944521950825,3.48882698463819,2866.97724753038,0,131721,131721
"33","grade_8",FALSE,"execution ~ zkokugo_level | 0 | 0 | 0","grade_8_t0_corr_execution_zkokugo_level",133971,0.0317513377938472,0.0317441103855496,3.53059413695852,4393.18445657532,0,133969,133969
"34","grade_6",FALSE,"resource ~ zkokugo_level | 0 | 0 | 0","grade_6_t0_corr_resource_zkokugo_level",135847,0.0215542404294039,0.021547037766372,3.43278595117128,2992.53766751197,0,135845,135845
"35","grade_5",FALSE,"resource ~ zkokugo_level | 0 | 0 | 0","grade_5_t0_corr_resource_zkokugo_level",132241,0.0246589556855122,0.0246515800925002,3.43451374317814,3343.3183806884,0,132239,132239
"36","grade_4",FALSE,"resource ~ zkokugo_level | 0 | 0 | 0","grade_4_t0_corr_resource_zkokugo_level",129071,0.0249320119845295,0.0249244573588022,3.57625054233072,3300.2312601613,0,129069,129069
"37","grade_9",FALSE,"resource ~ zkokugo_level | 0 | 0 | 0","grade_9_t0_corr_resource_zkokugo_level",136499,0.0104851638816074,0.0104779145293424,3.59069978841515,1446.35872258567,8.00427299858269e-315,136497,136497
"38","grade_7",FALSE,"resource ~ zkokugo_level | 0 | 0 | 0","grade_7_t0_corr_resource_zkokugo_level",130949,0.0153385488205339,0.0153310292786493,3.36495161662375,2039.82490631328,0,130947,130947
"39","grade_8",FALSE,"resource ~ zkokugo_level | 0 | 0 | 0","grade_8_t0_corr_resource_zkokugo_level",133524,0.0113661290526299,0.0113587247756497,3.58598214369541,1535.07615707215,0,133522,133522
"40","grade_6",FALSE,"ninti ~ zkokugo_level | 0 | 0 | 0","grade_6_t0_corr_ninti_zkokugo_level",136262,0.0300600753105271,0.0300529570078359,2.983884098437,4222.9273767896,0,136260,136260
"41","grade_5",FALSE,"ninti ~ zkokugo_level | 0 | 0 | 0","grade_5_t0_corr_ninti_zkokugo_level",132911,0.0220383167644863,0.0220309586346137,3.01374652796609,2995.09755143006,0,132909,132909
"42","grade_4",FALSE,"ninti ~ zkokugo_level | 0 | 0 | 0","grade_4_t0_corr_ninti_zkokugo_level",130098,0.0129989097679174,0.0129913230543348,3.05070334009458,1713.37821396868,0,130096,130096
"43","grade_9",FALSE,"ninti ~ zkokugo_level | 0 | 0 | 0","grade_9_t0_corr_ninti_zkokugo_level",136294,0.066662562811624,0.0666557147395641,3.02048902702799,9734.50078043758,0,136292,136292
"44","grade_7",FALSE,"ninti ~ zkokugo_level | 0 | 0 | 0","grade_7_t0_corr_ninti_zkokugo_level",130928,0.026921274244037,0.0269138419637736,2.80130982513769,3622.20923999395,0,130926,130926
"45","grade_8",FALSE,"ninti ~ zkokugo_level | 0 | 0 | 0","grade_8_t0_corr_ninti_zkokugo_level",133350,0.0539736500353205,0.0539665556180817,3.07478669078616,7607.90466901755,0,133348,133348
"46","grade_6",FALSE,"effort ~ zkokugo_level | 0 | 0 | 0","grade_6_t0_corr_effort_zkokugo_level",135725,0.0636403449869467,0.0636334459377434,2.92328114859637,9224.50951022975,0,135723,135723
"47","grade_5",FALSE,"effort ~ zkokugo_level | 0 | 0 | 0","grade_5_t0_corr_effort_zkokugo_level",132488,0.0778568251771868,0.0778498648706273,2.8731997673057,11185.8327665948,0,132486,132486
"48","grade_4",FALSE,"effort ~ zkokugo_level | 0 | 0 | 0","grade_4_t0_corr_effort_zkokugo_level",129738,0.0962753110874514,0.0962683452129917,2.88319953507313,13820.9942834153,0,129736,129736
"49","grade_9",FALSE,"effort ~ zkokugo_level | 0 | 0 | 0","grade_9_t0_corr_effort_zkokugo_level",135321,0.0950059319660862,0.0949992441094806,3.17804608934204,14205.7369896894,0,135319,135319
"50","grade_7",FALSE,"effort ~ zkokugo_level | 0 | 0 | 0","grade_7_t0_corr_effort_zkokugo_level",130199,0.0614138131450184,0.0614066041756346,2.81470981893274,8519.083640933,0,130197,130197
"51","grade_8",FALSE,"effort ~ zkokugo_level | 0 | 0 | 0","grade_8_t0_corr_effort_zkokugo_level",132419,0.0828295531876737,0.0828226268077769,3.17926328512238,11958.5634083307,0,132417,132417
"52","grade_6",FALSE,"zselfcontrol ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_zselfcontrol_zmath_level",45993,0.0196756584111705,0.0196543428420028,0.990162164724131,923.065119980136,9.27021405605606e-201,45991,45991
"53","grade_5",FALSE,"zselfcontrol ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_zselfcontrol_zmath_level",46197,0.0270187867965778,0.0269977243176688,0.986415183965842,1282.79234905121,3.94560573171025e-277,46195,46195
"54","grade_4",FALSE,"zselfcontrol ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_zselfcontrol_zmath_level",43249,0.023736270654087,0.023713696516474,0.988055869881304,1051.48072812769,6.32712090618017e-228,43247,43247
"55","grade_9",FALSE,"zselfcontrol ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_zselfcontrol_zmath_level",44390,0.0104125930203369,0.0103902989902617,0.994612408027163,467.057458216233,4.76681404655453e-103,44388,44388
"56","grade_7",FALSE,"zselfcontrol ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_zselfcontrol_zmath_level",44756,0.0190889839042481,0.0190670660641422,0.990426692093695,870.933623572768,1.35350059648828e-189,44754,44754
"57","grade_8",FALSE,"zselfcontrol ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_zselfcontrol_zmath_level",45137,0.0242718636242279,0.0242502456307334,0.987809383864562,1122.76209308535,3.63147537518793e-243,45135,45135
"58","grade_6",FALSE,"zselfefficacy ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_zselfefficacy_zmath_level",44942,0.14092315101365,0.140904034928893,0.926788145331782,7371.96726233052,0,44940,44940
"59","grade_5",FALSE,"zselfefficacy ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_zselfefficacy_zmath_level",44026,0.0962169914153851,0.0961964620902764,0.950639203985676,4686.80733078237,0,44024,44024
"60","grade_9",FALSE,"zselfefficacy ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_zselfefficacy_zmath_level",45491,0.228790793288019,0.228773839536415,0.87794892177714,13494.995009526,0,45489,45489
"61","grade_7",FALSE,"zselfefficacy ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_zselfefficacy_zmath_level",42407,0.132774052901201,0.132753601870731,0.931215942408456,6492.29157881043,0,42405,42405
"62","grade_8",FALSE,"zselfefficacy ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_zselfefficacy_zmath_level",45492,0.232909917192505,0.232893054363689,0.875747889938335,13812.0311688946,0,45490,45490
"63","grade_6",FALSE,"zdilligence ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_zdilligence_zmath_level",45015,0.0290610402959887,0.02903947010605,0.985374493123199,1347.2779043104,1.19788613814226e-290,45013,45013
"64","grade_9",FALSE,"zdilligence ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_zdilligence_zmath_level",46112,0.028950884723433,0.0289298253195015,0.985313250536643,1374.72479362415,1.52998983013731e-296,46110,46110
"65","grade_7",FALSE,"zdilligence ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_zdilligence_zmath_level",43785,0.0281042714575777,0.0280820734417144,0.985835866768652,1266.07132955767,2.15098268328518e-273,43783,43783
"66","grade_8",FALSE,"zdilligence ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_zdilligence_zmath_level",42954,0.0284206137590231,0.0283979936392093,0.985636419496779,1256.43073480646,2.7674594603189e-271,42952,42952
"67","grade_6",FALSE,"zyunan ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_zyunan_zmath_level",136366,0.0238977257192746,0.0238905676550181,3.4842693234041,3338.57379072753,0,136364,136364
"68","grade_5",FALSE,"zyunan ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_zyunan_zmath_level",133009,0.0105545107531102,0.0105470717048703,3.50236063098944,1418.79853614517,7.43704261709604e-309,133007,133007
"69","grade_4",FALSE,"zyunan ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_zyunan_zmath_level",130215,0.00121382972629665,0.00120615932341628,3.53515628293269,158.24849687992,2.86728196248647e-36,130213,130213
"70","grade_9",FALSE,"zyunan ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_zyunan_zmath_level",136545,0.0330226768210512,0.0330155949690106,3.3430018289074,4663.00010671745,0,136543,136543
"71","grade_7",FALSE,"zyunan ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_zyunan_zmath_level",131000,0.0216928398657875,0.0216853717581819,3.29269062301769,2904.73049011374,0,130998,130998
"72","grade_8",FALSE,"zyunan ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_zyunan_zmath_level",133534,0.0357255647505474,0.035718343452018,3.42796297094793,4947.2493907152,0,133532,133532
"73","grade_6",FALSE,"planning ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_planning_zmath_level",136503,0.0315771820154294,0.0315700873947454,3.47736858389316,4450.86262141007,0,136501,136501
"74","grade_5",FALSE,"planning ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_planning_zmath_level",133120,0.0213682240765241,0.0213608724653528,3.49929630402068,2906.60422295665,0,133118,133118
"75","grade_4",FALSE,"planning ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_planning_zmath_level",130311,0.00636457771397271,0.00635695248914325,3.56550126356194,834.674105540624,5.92758509697179e-183,130309,130309
"76","grade_9",FALSE,"planning ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_planning_zmath_level",136786,0.0232350817398768,0.0232279408102486,3.36279627602735,3253.7894853641,0,136784,136784
"77","grade_7",FALSE,"planning ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_planning_zmath_level",131487,0.0303417051952589,0.0303343305267052,3.26682066305497,4114.31442289881,0,131485,131485
"78","grade_8",FALSE,"planning ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_planning_zmath_level",133824,0.0277799267329707,0.027772661708735,3.42611611505557,3823.78996019612,0,133822,133822
"79","grade_6",FALSE,"execution ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_execution_zmath_level",136830,0.0241888228774183,0.0241816912144756,3.65304150523382,3391.75071393512,0,136828,136828
"80","grade_5",FALSE,"execution ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_execution_zmath_level",133514,0.00941351538325973,0.00940609592669683,3.68280600687592,1268.76076482715,1.39604437276198e-276,133512,133512
"81","grade_4",FALSE,"execution ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_execution_zmath_level",130875,8.37911968582612e-05,7.6150841637701e-05,3.69441150032327,10.966924238139,0.000927776812041445,130873,130873
"82","grade_9",FALSE,"execution ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_execution_zmath_level",136976,0.0278439426521395,0.0278368452755764,3.48634480591272,3923.13165361419,0,136974,136974
"83","grade_7",FALSE,"execution ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_execution_zmath_level",131729,0.0218697526369243,0.0218623272021436,3.48791307332276,2945.24876760587,0,131727,131727
"84","grade_8",FALSE,"execution ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_execution_zmath_level",133995,0.0309884619165078,0.0309812301093383,3.53223506563624,4285.02325760838,0,133993,133993
"85","grade_6",FALSE,"resource ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_resource_zmath_level",135854,0.0236958463204401,0.0236886597927949,3.42906621060382,3297.25946795573,0,135852,135852
"86","grade_5",FALSE,"resource ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_resource_zmath_level",132254,0.0249101746256631,0.0249028016571986,3.43393307272064,3378.58146897233,0,132252,132252
"87","grade_4",FALSE,"resource ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_resource_zmath_level",129079,0.0266538413882766,0.0266463005703259,3.5731432936709,3534.60878684886,0,129077,129077
"88","grade_9",FALSE,"resource ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_resource_zmath_level",136525,0.0113062343585917,0.0112989924010781,3.58980101150637,1561.21246737775,0,136523,136523
"89","grade_7",FALSE,"resource ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_resource_zmath_level",130956,0.0169838165028397,0.0169763099266106,3.36208609226777,2262.525016018,0,130954,130954
"90","grade_8",FALSE,"resource ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_resource_zmath_level",133547,0.0131640536730125,0.0131566641343076,3.58273610465782,1781.44457982679,0,133545,133545
"91","grade_6",FALSE,"ninti ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_ninti_zmath_level",136268,0.0403964517149967,0.0403894095801407,2.96775535733926,5736.39280433428,0,136266,136266
"92","grade_5",FALSE,"ninti ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_ninti_zmath_level",132924,0.0253571863221951,0.0253498538805098,3.00842508394239,3458.21861405838,0,132922,132922
"93","grade_4",FALSE,"ninti ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_ninti_zmath_level",130106,0.0113560453146293,0.0113484464402313,3.05329788744907,1494.43782325532,0,130104,130104
"94","grade_9",FALSE,"ninti ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_ninti_zmath_level",136318,0.0806260978058826,0.0806193533745451,2.99815230432996,11954.4693647244,0,136316,136316
"95","grade_7",FALSE,"ninti ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_ninti_zmath_level",130933,0.0407201877468442,0.0407128611411338,2.78133846725217,5557.85166515633,0,130931,130931
"96","grade_8",FALSE,"ninti ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_ninti_zmath_level",133374,0.0751230542320385,0.0751161196659694,3.04035734666008,10833.1297854073,0,133372,133372
"97","grade_6",FALSE,"effort ~ zmath_level | 0 | 0 | 0","grade_6_t0_corr_effort_zmath_level",135732,0.0841372842604757,0.0841305365796703,2.89105655039457,12469.0670298257,0,135730,135730
"98","grade_5",FALSE,"effort ~ zmath_level | 0 | 0 | 0","grade_5_t0_corr_effort_zmath_level",132501,0.0834661086826543,0.0834591913935328,2.86438379654553,12066.3033185249,0,132499,132499
"99","grade_4",FALSE,"effort ~ zmath_level | 0 | 0 | 0","grade_4_t0_corr_effort_zmath_level",129745,0.0774865318689377,0.0774794215549468,2.91296055611788,10897.7651292602,0,129743,129743
"100","grade_9",FALSE,"effort ~ zmath_level | 0 | 0 | 0","grade_9_t0_corr_effort_zmath_level",135346,0.139273879676027,0.139267520132047,3.09973023673471,21899.9790128097,0,135344,135344
"101","grade_7",FALSE,"effort ~ zmath_level | 0 | 0 | 0","grade_7_t0_corr_effort_zmath_level",130205,0.0939610686187308,0.0939541099547109,2.76553472356754,13502.7454048952,0,130203,130203
"102","grade_8",FALSE,"effort ~ zmath_level | 0 | 0 | 0","grade_8_t0_corr_effort_zmath_level",132443,0.136869449050518,0.136862931955729,3.08457630509679,21001.6047766575,0,132441,132441
"103","grade_6",FALSE,"zselfcontrol ~ zgakuryoku | 0 | 0 | 0","grade_6_t0_corr_zselfcontrol_zgakuryoku",45989,0.0231605870658708,0.0231393454233862,0.98842123675982,1090.33880420427,2.43780015929205e-236,45987,45987
"104","grade_5",FALSE,"zselfcontrol ~ zgakuryoku | 0 | 0 | 0","grade_5_t0_corr_zselfcontrol_zgakuryoku",46189,0.0329957735819382,0.032974836863242,0.983336177924723,1575.97635335476,0,46187,46187
"105","grade_4",FALSE,"zselfcontrol ~ zgakuryoku | 0 | 0 | 0","grade_4_t0_corr_zselfcontrol_zgakuryoku",43246,0.0403114371184729,0.0402892447088236,0.97961617410764,1816.45155957375,0,43244,43244
"106","grade_9",FALSE,"zselfcontrol ~ zgakuryoku | 0 | 0 | 0","grade_9_t0_corr_zselfcontrol_zgakuryoku",44383,0.0124010459653961,0.0123787932231408,0.993424559171444,557.281696929543,1.8711605156886e-122,44381,44381
"107","grade_7",FALSE,"zselfcontrol ~ zgakuryoku | 0 | 0 | 0","grade_7_t0_corr_zselfcontrol_zgakuryoku",44753,0.023341869696847,0.0233200454218521,0.98824679295898,1069.53700419139,7.53239064240671e-232,44751,44751
"108","grade_8",FALSE,"zselfcontrol ~ zgakuryoku | 0 | 0 | 0","grade_8_t0_corr_zselfcontrol_zgakuryoku",45128,0.0236278484875656,0.0236062119110573,0.988090058232145,1092.03267340046,1.20093629689953e-236,45126,45126
"109","grade_6",FALSE,"zselfefficacy ~ zgakuryoku | 0 | 0 | 0","grade_6_t0_corr_zselfefficacy_zgakuryoku",44936,0.121844746373905,0.121825203149317,0.936976827130919,6234.62857046939,0,44934,44934
"110","grade_5",FALSE,"zselfefficacy ~ zgakuryoku | 0 | 0 | 0","grade_5_t0_corr_zselfefficacy_zgakuryoku",44017,0.106442553545471,0.106422252342553,0.945239876325761,5243.16484954984,0,44015,44015
"111","grade_9",FALSE,"zselfefficacy ~ zgakuryoku | 0 | 0 | 0","grade_9_t0_corr_zselfefficacy_zgakuryoku",45476,0.213724537394965,0.21370724673519,0.886340608953235,12360.6930086545,0,45474,45474
"112","grade_7",FALSE,"zselfefficacy ~ zgakuryoku | 0 | 0 | 0","grade_7_t0_corr_zselfefficacy_zgakuryoku",42401,0.108632576352196,0.108611553039767,0.944101339253531,5167.24358840448,0,42399,42399
"113","grade_8",FALSE,"zselfefficacy ~ zgakuryoku | 0 | 0 | 0","grade_8_t0_corr_zselfefficacy_zgakuryoku",45483,0.209027643202641,0.209010251932511,0.889122991184958,12019.1131318321,0,45481,45481
"114","grade_6",FALSE,"zdilligence ~ zgakuryoku | 0 | 0 | 0","grade_6_t0_corr_zdilligence_zgakuryoku",45012,0.0379660412123737,0.0379446674296857,0.980836423199306,1776.29022277183,0,45010,45010
"115","grade_9",FALSE,"zdilligence ~ zgakuryoku | 0 | 0 | 0","grade_9_t0_corr_zdilligence_zgakuryoku",46090,0.0301342845577093,0.0301132407780823,0.984398636744114,1431.98061812336,1.29595838907291e-308,46088,46088
"116","grade_7",FALSE,"zdilligence ~ zgakuryoku | 0 | 0 | 0","grade_7_t0_corr_zdilligence_zgakuryoku",43783,0.0348492841929329,0.0348272392255771,0.982355411869329,1580.82720787806,0,43781,43781
"117","grade_8",FALSE,"zdilligence ~ zgakuryoku | 0 | 0 | 0","grade_8_t0_corr_zdilligence_zgakuryoku",42936,0.0320549369726736,0.0320323920184874,0.983828265668826,1421.82311429994,3.88558091787871e-306,42934,42934
"118","grade_6",FALSE,"zyunan ~ zgakuryoku | 0 | 0 | 0","grade_6_t0_corr_zyunan_zgakuryoku",136353,0.021317334550295,0.0213101568789509,3.48877180380983,2969.9513293532,0,136351,136351
"119","grade_5",FALSE,"zyunan ~ zgakuryoku | 0 | 0 | 0","grade_5_t0_corr_zyunan_zgakuryoku",132987,0.0100385175660014,0.0100310734070178,3.50325900421531,1348.50929273777,9.73906111173064e-294,132985,132985
"120","grade_4",FALSE,"zyunan ~ zgakuryoku | 0 | 0 | 0","grade_4_t0_corr_zyunan_zgakuryoku",130205,0.00132612592860712,0.00131845579908585,3.53500463898675,172.894854632084,1.82862209472173e-39,130203,130203
"121","grade_9",FALSE,"zyunan ~ zgakuryoku | 0 | 0 | 0","grade_9_t0_corr_zyunan_zgakuryoku",136500,0.0340484512525211,0.034041374580711,3.34076398441491,4811.36502663406,0,136498,136498
"122","grade_7",FALSE,"zyunan ~ zgakuryoku | 0 | 0 | 0","grade_7_t0_corr_zyunan_zgakuryoku",130989,0.0189313914368077,0.0189239016201957,3.29739857460444,2527.61748616627,0,130987,130987
"123","grade_8",FALSE,"zyunan ~ zgakuryoku | 0 | 0 | 0","grade_8_t0_corr_zyunan_zgakuryoku",133498,0.0342172276593992,0.0342099931147513,3.43034247139426,4729.70025396997,0,133496,133496
"124","grade_6",FALSE,"planning ~ zgakuryoku | 0 | 0 | 0","grade_6_t0_corr_planning_zgakuryoku",136491,0.0331179695179271,0.0331108855622202,3.4745044884773,4675.06727710994,0,136489,136489
"125","grade_5",FALSE,"planning ~ zgakuryoku | 0 | 0 | 0","grade_5_t0_corr_planning_zgakuryoku",133098,0.0238128507127236,0.0238055162537671,3.49497977530818,3246.7085648225,0,133096,133096
"126","grade_4",FALSE,"planning ~ zgakuryoku | 0 | 0 | 0","grade_4_t0_corr_planning_zgakuryoku",130301,0.00838314355506336,0.0083755332368225,3.56187454042048,1101.54967110712,1.54643291443339e-240,130299,130299
